customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Customer_Segment,CLV_Estimated
3897,11,15,359331.35000000003,5,5,2,552,12,Loyal Customers,538997.025
3898,137,6,281116.19,2,1,2,212,5,Lost,421674.28500000003
3899,261,9,114057.42,1,2,1,121,4,Lost,171086.13
3900,14,7,318170.83999999997,5,1,2,512,8,Potential Loyalist,477256.25999999995
3901,59,12,394619.87,3,4,3,343,10,Potential Loyalist,591929.8049999999
3902,88,10,433420.52,2,3,3,233,8,Potential Loyalist,650130.78
3903,305,11,628750.47,1,4,4,144,9,Potential Loyalist,943125.705
3904,127,8,982241.42,2,2,5,225,9,Potential Loyalist,1473362.1300000001
3905,66,12,536268.74,3,4,3,343,10,Potential Loyalist,804403.11
3906,46,6,136609.74,4,1,1,411,6,Needs Attention,204914.61
3907,86,12,477017.35,2,4,3,243,9,Potential Loyalist,715526.0249999999
3908,223,12,861047.6000000001,1,4,5,145,10,Potential Loyalist,1291571.4000000001
3909,141,12,524642.08,2,4,3,243,9,Potential Loyalist,786963.1199999999
3910,194,5,138179.16999999998,1,1,1,111,3,Lost,207268.75499999998
3911,554,6,227705.05,1,1,1,111,3,Lost,341557.57499999995
3912,62,7,436772.45,3,1,3,313,7,Needs Attention,655158.675
3913,31,9,212739.33999999997,4,2,1,421,7,Needs Attention,319109.00999999995
3914,30,10,449868.42,4,3,3,433,10,Potential Loyalist,674802.63
3915,141,7,204150.88,2,1,1,211,4,Lost,306226.32
3916,16,14,290048.59,5,5,2,552,12,Loyal Customers,435072.885
3917,32,11,380935.12,4,4,2,442,10,Potential Loyalist,571402.6799999999
3918,266,7,176510.71,1,1,1,111,3,Lost,264766.065
3919,34,8,221381.29,4,2,1,421,7,Needs Attention,332071.935
3920,185,8,551803.45,1,2,4,124,7,Needs Attention,827705.1749999999
3921,57,10,470033.2,3,3,3,333,9,Potential Loyalist,705049.8
3922,17,9,923993.63,5,2,5,525,12,Loyal Customers,1385990.4449999998
3923,49,5,491638.04,4,1,3,413,8,Potential Loyalist,737457.0599999999
3924,33,6,476521.89999999997,4,1,3,413,8,Potential Loyalist,714782.8500000001
3925,138,5,257659.94,2,1,2,212,5,Lost,386489.91000000003
3926,26,12,614610.58,5,4,4,544,13,Loyal Customers,921915.8699999999
3927,215,9,372319.12,1,2,2,122,5,Lost,558478.6799999999
3928,71,8,136017.73,3,2,1,321,6,Needs Attention,204026.59500000003
3929,114,8,212274.74,2,2,1,221,5,Lost,318412.11
3930,181,11,477676.75,1,4,3,143,8,Potential Loyalist,716515.125
3931,76,9,380756.93,3,2,2,322,7,Needs Attention,571135.3949999999
3932,37,7,152127.97999999998,4,1,1,411,6,Needs Attention,228191.96999999997
3933,46,6,338837.23,4,1,2,412,7,Needs Attention,508255.845
3934,599,7,115416.27,1,1,1,111,3,Lost,173124.40500000003
3935,190,7,420449.77,1,1,3,113,5,Lost,630674.655
3936,45,18,1614726.24,4,5,5,455,14,Champions,2422089.36
3937,137,12,360701.93,2,4,2,242,8,Potential Loyalist,541052.895
3938,70,11,945130.24,3,4,5,345,12,Loyal Customers,1417695.3599999999
3939,58,10,231438.32,3,3,1,331,7,Needs Attention,347157.48
3940,268,11,662921.36,1,4,4,144,9,Potential Loyalist,994382.04
3941,46,10,293495.83,4,3,2,432,9,Potential Loyalist,440243.745
3942,7,13,358552.92000000004,5,5,2,552,12,Loyal Customers,537829.3800000001
3943,79,8,922512.54,3,2,5,325,10,Potential Loyalist,1383768.81
3944,63,10,381934.27999999997,3,3,2,332,8,Potential Loyalist,572901.42
3945,69,8,647947.32,3,2,4,324,9,Potential Loyalist,971920.98
3946,113,8,497351.44,2,2,3,223,7,Needs Attention,746027.16
3947,141,7,109587.51999999999,2,1,1,211,4,Lost,164381.27999999997
3948,445,8,395002.18,1,2,3,123,6,Needs Attention,592503.27
3949,58,11,1036747.6399999999,3,4,5,345,12,Loyal Customers,1555121.46
3950,68,12,507037.41,3,4,3,343,10,Potential Loyalist,760556.115
3951,102,5,18448.09,2,1,1,211,4,Lost,27672.135000000002
3952,61,8,139163.35,3,2,1,321,6,Needs Attention,208745.02500000002
3953,95,9,500905.21,2,2,3,223,7,Needs Attention,751357.8150000001
3954,91,14,1654236.5,2,5,5,255,12,Loyal Customers,2481354.75
3955,86,6,280769.91,2,1,2,212,5,Lost,421154.865
3956,303,11,415246.88999999996,1,4,3,143,8,Potential Loyalist,622870.335
3957,95,11,607589.4299999999,2,4,4,244,10,Potential Loyalist,911384.1449999999
3958,213,8,289684.99,1,2,2,122,5,Lost,434527.485
3959,76,5,405450.20999999996,3,1,3,313,7,Needs Attention,608175.315
3960,296,14,325610.67,1,5,2,152,8,Potential Loyalist,488416.005
3961,80,12,602871.29,3,4,4,344,11,Loyal Customers,904306.935
3962,36,10,549404.79,4,3,4,434,11,Loyal Customers,824107.185
3963,203,9,603233.68,1,2,4,124,7,Needs Attention,904850.5200000003
3964,115,9,429245.85,2,2,3,223,7,Needs Attention,643868.7749999999
3965,156,14,747950.42,2,5,4,254,11,Loyal Customers,1121925.6300000001
3966,13,8,212116.03,5,2,1,521,8,Potential Loyalist,318174.045
3967,135,14,852663.14,2,5,5,255,12,Loyal Customers,1278994.71
3968,38,10,713349.77,4,3,4,434,11,Loyal Customers,1070024.655
3969,48,13,233319.94,4,5,1,451,10,Potential Loyalist,349979.91000000003
3970,206,12,669811.21,1,4,4,144,9,Potential Loyalist,1004716.815
3971,358,10,469422.86,1,3,3,133,7,Needs Attention,704134.29
3972,18,12,875329.4199999999,5,4,5,545,14,Champions,1312994.13
3973,53,8,195907.72999999998,3,2,1,321,6,Needs Attention,293861.595
3974,2,9,219530.08000000002,5,2,1,521,8,Potential Loyalist,329295.12
3975,147,10,191090.9,2,3,1,231,6,Needs Attention,286636.35
3976,21,15,519347.48000000004,5,5,3,553,13,Loyal Customers,779021.2200000002
3977,171,6,516517.2,1,1,3,113,5,Lost,774775.7999999999
3978,6,15,555793.0700000001,5,5,4,554,14,Champions,833689.6050000001
3979,150,7,307402.70999999996,2,1,2,212,5,Lost,461104.06499999994
3980,205,7,310430.49,1,1,2,112,4,Lost,465645.735
3981,346,11,1092020.5,1,4,5,145,10,Potential Loyalist,1638030.75
3982,164,10,509088.67000000004,1,3,3,133,7,Needs Attention,763633.0050000001
3983,48,11,185827.53,4,4,1,441,9,Potential Loyalist,278741.29500000004
3984,389,3,196345.7,1,1,1,111,3,Lost,294518.55000000005
3985,101,11,297418.71,2,4,2,242,8,Potential Loyalist,446128.06500000006
3986,12,10,306849.07,5,3,2,532,10,Potential Loyalist,460273.605
3987,132,8,281633.85,2,2,2,222,6,Needs Attention,422450.77499999997
3988,202,12,210275.14,1,4,1,141,6,Needs Attention,315412.71
3989,80,12,292856.69,3,4,2,342,9,Potential Loyalist,439285.03500000003
3990,202,5,138771.32,1,1,1,111,3,Lost,208156.98
3991,5,13,348415.02,5,5,2,552,12,Loyal Customers,522622.53
3992,100,9,184664.75,2,2,1,221,5,Lost,276997.125
3993,12,8,144949.26,5,2,1,521,8,Potential Loyalist,217423.89
3994,192,12,342842.25,1,4,2,142,7,Needs Attention,514263.375
3995,146,6,509892.6,2,1,3,213,6,Needs Attention,764838.8999999999
3996,29,9,301823.26999999996,4,2,2,422,8,Potential Loyalist,452734.9049999999
3997,25,8,783245.26,5,2,5,525,12,Loyal Customers,1174867.8900000001
3998,5,17,1724039.66,5,5,5,555,15,Champions,2586059.4899999998
3999,7,14,1491978.1400000001,5,5,5,555,15,Champions,2237967.21
4000,96,7,145326.15,2,1,1,211,4,Lost,217989.22499999998
4001,18,12,618354.8,5,4,4,544,13,Loyal Customers,927532.2000000001
4002,275,7,335500.87,1,1,2,112,4,Lost,503251.305
4003,103,9,594940.5900000001,2,2,4,224,8,Potential Loyalist,892410.8850000001
4004,43,11,824809.7100000001,4,4,5,445,13,Loyal Customers,1237214.5650000002
4005,9,10,418177.03,5,3,3,533,11,Loyal Customers,627265.545
4006,56,8,266499.58999999997,3,2,2,322,7,Needs Attention,399749.38499999995
4007,28,13,319795.88,4,5,2,452,11,Loyal Customers,479693.82
4008,38,9,178743.93,4,2,1,421,7,Needs Attention,268115.895
4009,25,10,676154.29,5,3,4,534,12,Loyal Customers,1014231.435
4010,65,11,353668.29000000004,3,4,2,342,9,Potential Loyalist,530502.435
4011,171,8,479942.03,1,2,3,123,6,Needs Attention,719913.045
4012,20,18,792771.9199999999,5,5,5,555,15,Champions,1189157.88
4013,81,13,857012.24,3,5,5,355,13,Loyal Customers,1285518.3599999999
4014,444,6,387626.55,1,1,3,113,5,Lost,581439.825
4015,334,6,130869.95,1,1,1,111,3,Lost,196304.925
4016,29,12,615277.8099999999,4,4,4,444,12,Loyal Customers,922916.7149999999
4017,292,5,456696.26,1,1,3,113,5,Lost,685044.39
4018,105,10,481838.02,2,3,3,233,8,Potential Loyalist,722757.03
4019,18,10,371793.23,5,3,2,532,10,Potential Loyalist,557689.845
4020,71,11,615348.81,3,4,4,344,11,Loyal Customers,923023.2150000001
4021,85,13,923153.49,2,5,5,255,12,Loyal Customers,1384730.2349999999
4022,91,11,292271.02999999997,2,4,2,242,8,Potential Loyalist,438406.5449999999
4023,124,16,1156708.19,2,5,5,255,12,Loyal Customers,1735062.285
4024,97,8,73916.33,2,2,1,221,5,Lost,110874.495
4025,44,11,811508.0299999999,4,4,5,445,13,Loyal Customers,1217262.045
4026,27,9,144628.44,5,2,1,521,8,Potential Loyalist,216942.66
4027,64,7,485499.32999999996,3,1,3,313,7,Needs Attention,728248.9949999999
4028,89,9,1009773.6100000001,2,2,5,225,9,Potential Loyalist,1514660.415
4029,60,7,441778.01,3,1,3,313,7,Needs Attention,662667.015
4030,114,9,396296.75,2,2,3,223,7,Needs Attention,594445.125
4031,118,11,1178320.23,2,4,5,245,11,Loyal Customers,1767480.345
4032,68,17,603832.95,3,5,4,354,12,Loyal Customers,905749.4249999999
4033,48,10,277850.72,4,3,2,432,9,Potential Loyalist,416776.07999999996
4034,116,12,2009374.42,2,4,5,245,11,Loyal Customers,3014061.63
4035,52,13,584317.56,4,5,4,454,13,Loyal Customers,876476.3400000001
4036,50,11,608910.09,4,4,4,444,12,Loyal Customers,913365.135
4037,76,14,1457798.28,3,5,5,355,13,Loyal Customers,2186697.42
4038,140,10,361271.83,2,3,2,232,7,Needs Attention,541907.7450000001
4039,11,12,756043.71,5,4,4,544,13,Loyal Customers,1134065.565
4040,91,14,482890.53,2,5,3,253,10,Potential Loyalist,724335.795
4041,195,3,228238.47999999998,1,1,1,111,3,Lost,342357.72
4042,216,6,180965.62,1,1,1,111,3,Lost,271448.43
4043,430,9,1032353.51,1,2,5,125,8,Potential Loyalist,1548530.2650000001
4044,237,9,330031.27999999997,1,2,2,122,5,Lost,495046.9199999999
4045,246,5,91336.07,1,1,1,111,3,Lost,137004.105
4046,118,5,70773.08,2,1,1,211,4,Lost,106159.62
4047,14,6,51893.23,5,1,1,511,7,Needs Attention,77839.84500000002
4048,23,12,493351.38,5,4,3,543,12,Loyal Customers,740027.0700000001
4049,30,6,160282.7,4,1,1,411,6,Needs Attention,240424.05000000002
4050,22,5,249686.4,5,1,2,512,8,Potential Loyalist,374529.6
4051,19,16,596188.67,5,5,4,554,14,Champions,894283.0050000001
4052,157,5,1372844.6,2,1,5,215,8,Potential Loyalist,2059266.9000000001
4053,212,10,653757.24,1,3,4,134,8,Potential Loyalist,980635.86
4054,154,5,72355.02,2,1,1,211,4,Lost,108532.53
4055,27,10,267724.37,5,3,2,532,10,Potential Loyalist,401586.555
4056,106,10,535207.91,2,3,3,233,8,Potential Loyalist,802811.865
4057,47,6,351881.57,4,1,2,412,7,Needs Attention,527822.355
4058,250,10,232756.3,1,3,1,131,5,At Risk,349134.44999999995
4059,249,5,263488.1,1,1,2,112,4,Lost,395232.14999999997
4060,90,13,453340.86,2,5,3,253,10,Potential Loyalist,680011.29
4061,21,9,959498.15,5,2,5,525,12,Loyal Customers,1439247.225
4062,78,10,1030139.11,3,3,5,335,11,Loyal Customers,1545208.6649999998
4063,144,14,639379.38,2,5,4,254,11,Loyal Customers,959069.0700000001
4064,119,13,520082.27999999997,2,5,3,253,10,Potential Loyalist,780123.42
4065,26,13,941687.6900000001,5,5,5,555,15,Champions,1412531.535
4066,49,8,429099.1,4,2,3,423,9,Potential Loyalist,643648.6499999999
4067,130,10,256627.44,2,3,2,232,7,Needs Attention,384941.16000000003
4068,142,4,116087.03,2,1,1,211,4,Lost,174130.54499999998
4069,121,10,279768.75,2,3,2,232,7,Needs Attention,419653.125
4070,17,8,707263.38,5,2,4,524,11,Loyal Customers,1060895.07
4071,24,7,406264.07999999996,5,1,3,513,9,Potential Loyalist,609396.1199999999
4072,102,6,1084314.9899999998,2,1,5,215,8,Potential Loyalist,1626472.4849999996
4073,13,9,129973.49,5,2,1,521,8,Potential Loyalist,194960.23500000002
4074,53,11,518812.45,3,4,3,343,10,Potential Loyalist,778218.675
4075,309,14,511673.08,1,5,3,153,9,Potential Loyalist,767509.6200000001
4076,104,10,367635.21,2,3,2,232,7,Needs Attention,551452.8150000001
4077,66,7,283367.37,3,1,2,312,6,Needs Attention,425051.055
4078,35,10,150295.43,4,3,1,431,8,Potential Loyalist,225443.145
4079,59,8,438910.57,3,2,3,323,8,Potential Loyalist,658365.855
4080,41,13,481698.97,4,5,3,453,12,Loyal Customers,722548.4550000001
4081,151,15,928253.23,2,5,5,255,12,Loyal Customers,1392379.845
4082,5,13,393492.91,5,5,3,553,13,Loyal Customers,590239.365
4083,40,11,861305.42,4,4,5,445,13,Loyal Customers,1291958.1300000004
4084,13,15,335082.82,5,5,2,552,12,Loyal Customers,502624.23
4085,50,10,477090.47,4,3,3,433,10,Potential Loyalist,715635.705
4086,144,6,257961.06,2,1,2,212,5,Lost,386941.58999999997
4087,18,10,292503.86,5,3,2,532,10,Potential Loyalist,438755.79
4088,252,8,250477.85,1,2,2,122,5,Lost,375716.775
4089,35,11,749333.63,4,4,4,444,12,Loyal Customers,1124000.445
4090,49,9,460858.08999999997,4,2,3,423,9,Potential Loyalist,691287.135
4091,8,12,492997.17,5,4,3,543,12,Loyal Customers,739495.7549999999
4092,22,10,402997.92,5,3,3,533,11,Loyal Customers,604496.8800000001
4093,8,13,1077740.8900000001,5,5,5,555,15,Champions,1616611.3350000002
4094,288,10,93067.04000000001,1,3,1,131,5,At Risk,139600.56
4095,114,14,623350.52,2,5,4,254,11,Loyal Customers,935025.78
4096,34,13,624227.75,4,5,4,454,13,Loyal Customers,936341.625
4097,46,9,568808.24,4,2,4,424,10,Potential Loyalist,853212.36
4098,25,13,585416.37,5,5,4,554,14,Champions,878124.5549999999
4099,80,6,1185622.03,3,1,5,315,9,Potential Loyalist,1778433.045
4100,63,14,859573.17,3,5,5,355,13,Loyal Customers,1289359.7550000001
4101,109,11,349291.86,2,4,2,242,8,Potential Loyalist,523937.79
4102,52,12,246866.27,4,4,2,442,10,Potential Loyalist,370299.405
4103,29,15,537943.1900000001,4,5,3,453,12,Loyal Customers,806914.7850000001
4104,91,14,549216.34,2,5,4,254,11,Loyal Customers,823824.51
4105,61,7,607615.06,3,1,4,314,8,Potential Loyalist,911422.5900000001
4106,11,11,464626.69,5,4,3,543,12,Loyal Customers,696940.035
4107,295,8,396175.91,1,2,3,123,6,Needs Attention,594263.865
4108,112,8,437965.35000000003,2,2,3,223,7,Needs Attention,656948.025
4109,39,15,579711.82,4,5,4,454,13,Loyal Customers,869567.73
4110,33,11,294898.14,4,4,2,442,10,Potential Loyalist,442347.21
4111,73,12,611665.96,3,4,4,344,11,Loyal Customers,917498.94
4112,15,12,283187.79,5,4,2,542,11,Loyal Customers,424781.68499999994
4113,36,7,487443.14999999997,4,1,3,413,8,Potential Loyalist,731164.725
4114,31,9,614703.7000000001,4,2,4,424,10,Potential Loyalist,922055.5499999999
4115,38,12,906936.65,4,4,5,445,13,Loyal Customers,1360404.975
4116,92,7,1329705.3900000001,2,1,5,215,8,Potential Loyalist,1994558.0850000002
4117,14,9,449250.9,5,2,3,523,10,Potential Loyalist,673876.3500000001
4118,5,7,267688.58,5,1,2,512,8,Potential Loyalist,401532.87
4119,21,10,721402.52,5,3,4,534,12,Loyal Customers,1082103.78
4120,310,11,424427.8599999999,1,4,3,143,8,Potential Loyalist,636641.7899999998
4121,185,13,820443.73,1,5,5,155,11,Loyal Customers,1230665.595
4122,88,11,577790.0700000001,2,4,4,244,10,Potential Loyalist,866685.1050000001
4123,91,12,258491.22,2,4,2,242,8,Potential Loyalist,387736.8300000001
4124,34,8,305234.76999999996,4,2,2,422,8,Potential Loyalist,457852.1549999999
4125,126,17,633202.02,2,5,4,254,11,Loyal Customers,949803.03
4126,2,11,390917.98,5,4,3,543,12,Loyal Customers,586376.9699999999
4127,205,5,345097.76,1,1,2,112,4,Lost,517646.64
4128,11,11,218413.41999999998,5,4,1,541,10,Potential Loyalist,327620.13
4129,384,11,390285.48,1,4,3,143,8,Potential Loyalist,585428.2199999999
4130,196,7,249922.93,1,1,2,112,4,Lost,374884.395
4131,168,8,205749.56999999998,1,2,1,121,4,Lost,308624.355
4132,569,4,31946.769999999997,1,1,1,111,3,Lost,47920.155
4133,84,19,1891096.21,3,5,5,355,13,Loyal Customers,2836644.315
4134,38,11,532184.9400000001,4,4,3,443,11,Loyal Customers,798277.4100000001
4135,252,8,288625.37,1,2,2,122,5,Lost,432938.055
4136,288,7,244083.37999999998,1,1,2,112,4,Lost,366125.06999999995
4137,10,10,193180.86,5,3,1,531,9,Potential Loyalist,289771.29
4138,20,15,429193.68,5,5,3,553,13,Loyal Customers,643790.52
4139,75,8,805109.08,3,2,5,325,10,Potential Loyalist,1207663.6199999999
4140,322,10,315816.11,1,3,2,132,6,Needs Attention,473724.165
4141,212,6,368649.93,1,1,2,112,4,Lost,552974.895
4142,88,8,904311.61,2,2,5,225,9,Potential Loyalist,1356467.415
4143,102,9,409948.77,2,2,3,223,7,Needs Attention,614923.155
4144,98,15,1468209.1400000001,2,5,5,255,12,Loyal Customers,2202313.71
4145,23,11,991525.8999999999,5,4,5,545,14,Champions,1487288.8499999999
4146,192,10,195873.94,1,3,1,131,5,At Risk,293810.91000000003
4147,139,11,818662.4400000001,2,4,5,245,11,Loyal Customers,1227993.6600000001
4148,12,10,335938.31,5,3,2,532,10,Potential Loyalist,503907.46499999997
4149,64,11,1356597.1300000001,3,4,5,345,12,Loyal Customers,2034895.6950000003
4150,55,11,979447.46,3,4,5,345,12,Loyal Customers,1469171.19
4151,41,13,531415.81,4,5,3,453,12,Loyal Customers,797123.7150000001
4152,130,6,996818.53,2,1,5,215,8,Potential Loyalist,1495227.795
4153,158,6,258335.87,1,1,2,112,4,Lost,387503.805
4154,5,14,1042217.04,5,5,5,555,15,Champions,1563325.56
4155,86,11,187383.36,2,4,1,241,7,Needs Attention,281075.04
4156,128,15,278516.25,2,5,2,252,9,Potential Loyalist,417774.375
4157,166,9,348975.77,1,2,2,122,5,Lost,523463.655
4158,89,8,525513.3099999999,2,2,3,223,7,Needs Attention,788269.9649999999
4159,71,9,523921.78,3,2,3,323,8,Potential Loyalist,785882.67
4160,48,15,774393.0499999999,4,5,5,455,14,Champions,1161589.575
4161,71,13,669375.32,3,5,4,354,12,Loyal Customers,1004062.98
4162,117,9,445960.84,2,2,3,223,7,Needs Attention,668941.26
4163,473,7,735597.4400000001,1,1,4,114,6,Needs Attention,1103396.1600000001
4164,64,16,1077290.5699999998,3,5,5,355,13,Loyal Customers,1615935.8549999997
4165,232,13,513007.62,1,5,3,153,9,Potential Loyalist,769511.4299999999
4166,61,15,388608.48,3,5,3,353,11,Loyal Customers,582912.72
4167,68,10,376632.9,3,3,2,332,8,Potential Loyalist,564949.3500000001
4168,153,14,521390.72000000003,2,5,3,253,10,Potential Loyalist,782086.08
4169,21,10,437621.65,5,3,3,533,11,Loyal Customers,656432.4750000001
4170,258,9,865674.04,1,2,5,125,8,Potential Loyalist,1298511.06
4171,108,10,585580.11,2,3,4,234,9,Potential Loyalist,878370.165
4172,414,7,300784.13,1,1,2,112,4,Lost,451176.195
4173,97,13,912831.67,2,5,5,255,12,Loyal Customers,1369247.5050000004
4174,337,6,223236.43,1,1,1,111,3,Lost,334854.645
4175,95,10,1589883.8,2,3,5,235,10,Potential Loyalist,2384825.7
4176,178,6,137014.06,1,1,1,111,3,Lost,205521.09
4177,60,7,1137890.82,3,1,5,315,9,Potential Loyalist,1706836.23
4178,137,6,168755.54,2,1,1,211,4,Lost,253133.31
4179,107,13,113172.53,2,5,1,251,8,Potential Loyalist,169758.79499999998
4180,59,12,679778.1900000001,3,4,4,344,11,Loyal Customers,1019667.2850000001
4181,23,7,730797.39,5,1,4,514,10,Potential Loyalist,1096196.085
4182,8,12,497316.43,5,4,3,543,12,Loyal Customers,745974.645
4183,151,11,286996.29,2,4,2,242,8,Potential Loyalist,430494.43499999994
4184,276,11,243333.83000000002,1,4,2,142,7,Needs Attention,365000.745
4185,76,8,676589.4199999999,3,2,4,324,9,Potential Loyalist,1014884.1299999999
4186,61,12,582878.44,3,4,4,344,11,Loyal Customers,874317.6599999999
4187,174,11,635740.27,1,4,4,144,9,Potential Loyalist,953610.405
4188,264,8,382454.06,1,2,3,123,6,Needs Attention,573681.09
4189,36,16,594043.19,4,5,4,454,13,Loyal Customers,891064.7849999999
4190,148,12,830157.1799999999,2,4,5,245,11,Loyal Customers,1245235.77
4191,77,7,305026.44,3,1,2,312,6,Needs Attention,457539.66000000003
4192,50,9,382821.0,4,2,3,423,9,Potential Loyalist,574231.5
4193,87,10,79908.19,2,3,1,231,6,Needs Attention,119862.285
4194,230,6,98564.95999999999,1,1,1,111,3,Lost,147847.44
4195,47,13,509253.85000000003,4,5,3,453,12,Loyal Customers,763880.7750000001
4196,51,11,587707.57,4,4,4,444,12,Loyal Customers,881561.355
4197,68,13,548893.68,3,5,4,354,12,Loyal Customers,823340.52
4198,34,10,1014645.18,4,3,5,435,12,Loyal Customers,1521967.7700000003
4199,219,8,379479.89999999997,1,2,2,122,5,Lost,569219.85
4200,19,10,501162.72,5,3,3,533,11,Loyal Customers,751744.08
4201,82,8,148289.66,3,2,1,321,6,Needs Attention,222434.49
4202,27,10,1064574.53,5,3,5,535,13,Loyal Customers,1596861.795
4203,12,8,340009.72,5,2,2,522,9,Potential Loyalist,510014.57999999996
4204,54,10,695188.4400000001,3,3,4,334,10,Potential Loyalist,1042782.6600000003
4205,133,9,118806.51999999999,2,2,1,221,5,Lost,178209.77999999997
4206,69,11,974058.5,3,4,5,345,12,Loyal Customers,1461087.7499999998
4207,344,8,447030.35,1,2,3,123,6,Needs Attention,670545.5249999999
4208,129,6,381390.8,2,1,2,212,5,Lost,572086.2
4209,32,11,698059.9400000001,4,4,4,444,12,Loyal Customers,1047089.9100000001
4210,69,4,280565.47,3,1,2,312,6,Needs Attention,420848.20499999996
4211,96,15,380505.82,2,5,2,252,9,Potential Loyalist,570758.73
4212,81,11,354563.32,3,4,2,342,9,Potential Loyalist,531844.98
4213,139,13,702247.16,2,5,4,254,11,Loyal Customers,1053370.74
4214,46,6,172752.06,4,1,1,411,6,Needs Attention,259128.09
4215,41,14,340010.89999999997,4,5,2,452,11,Loyal Customers,510016.35
4216,43,20,930623.02,4,5,5,455,14,Champions,1395934.53
4217,166,9,552962.02,1,2,4,124,7,Needs Attention,829443.03
4218,39,12,943040.6900000001,4,4,5,445,13,Loyal Customers,1414561.035
4219,52,5,397241.39,4,1,3,413,8,Potential Loyalist,595862.085
4220,45,9,99847.73000000001,4,2,1,421,7,Needs Attention,149771.59500000003
4221,130,11,547718.08,2,4,4,244,10,Potential Loyalist,821577.1199999999
4222,16,18,676501.75,5,5,4,554,14,Champions,1014752.625
4223,83,16,1741177.1199999999,3,5,5,355,13,Loyal Customers,2611765.6799999997
4224,144,7,243620.99,2,1,2,212,5,Lost,365431.485
4225,17,9,301144.67,5,2,2,522,9,Potential Loyalist,451717.005
4226,18,14,743844.33,5,5,4,554,14,Champions,1115766.4949999999
4227,86,15,468080.0,2,5,3,253,10,Potential Loyalist,702120.0
4228,26,8,267287.71,5,2,2,522,9,Potential Loyalist,400931.56500000006
4229,79,10,546524.75,3,3,3,333,9,Potential Loyalist,819787.125
4230,22,10,530933.74,5,3,3,533,11,Loyal Customers,796400.61
4231,152,11,618615.7,2,4,4,244,10,Potential Loyalist,927923.5499999999
4232,32,10,1167397.49,4,3,5,435,12,Loyal Customers,1751096.2349999999
4233,8,14,982960.06,5,5,5,555,15,Champions,1474440.09
4234,90,12,354119.75,2,4,2,242,8,Potential Loyalist,531179.625
4235,32,7,416514.58999999997,4,1,3,413,8,Potential Loyalist,624771.885
4236,67,8,470709.54000000004,3,2,3,323,8,Potential Loyalist,706064.31
4237,18,11,375578.69,5,4,2,542,11,Loyal Customers,563368.035
4238,254,8,199698.8,1,2,1,121,4,Lost,299548.19999999995
4239,35,12,264164.32,4,4,2,442,10,Potential Loyalist,396246.48
4240,194,14,784873.9,1,5,5,155,11,Loyal Customers,1177310.85
4241,43,6,496679.39999999997,4,1,3,413,8,Potential Loyalist,745019.1
4242,223,9,722638.74,1,2,4,124,7,Needs Attention,1083958.1099999999
4243,139,7,544666.1,2,1,3,213,6,Needs Attention,816999.1499999999
4244,261,5,313539.63,1,1,2,112,4,Lost,470309.445
4245,100,9,344786.89999999997,2,2,2,222,6,Needs Attention,517180.35
4246,36,6,206445.72999999998,4,1,1,411,6,Needs Attention,309668.595
4247,153,10,475638.44,2,3,3,233,8,Potential Loyalist,713457.6599999999
4248,20,13,912018.15,5,5,5,555,15,Champions,1368027.225
4249,170,7,377087.93,1,1,2,112,4,Lost,565631.895
4250,49,5,28400.1,4,1,1,411,6,Needs Attention,42600.149999999994
4251,19,9,179788.86000000002,5,2,1,521,8,Potential Loyalist,269683.29000000004
4252,44,14,604346.12,4,5,4,454,13,Loyal Customers,906519.1799999999
4253,16,8,444758.91,5,2,3,523,10,Potential Loyalist,667138.365
4254,104,8,468182.81,2,2,3,223,7,Needs Attention,702274.215
4255,28,7,726162.62,4,1,4,414,9,Potential Loyalist,1089243.93
4256,28,12,511397.7,4,4,3,443,11,Loyal Customers,767096.5499999999
4257,76,13,414489.27,3,5,3,353,11,Loyal Customers,621733.905
4258,257,7,388572.53,1,1,3,113,5,Lost,582858.795
4259,20,9,513302.91,5,2,3,523,10,Potential Loyalist,769954.365
4260,157,8,741407.67,2,2,4,224,8,Potential Loyalist,1112111.5050000001
4261,115,11,707347.01,2,4,4,244,10,Potential Loyalist,1061020.5150000001
4262,21,7,386836.48,5,1,3,513,9,Potential Loyalist,580254.72
4263,32,9,483694.9,4,2,3,423,9,Potential Loyalist,725542.3500000001
4264,12,16,253954.69,5,5,2,552,12,Loyal Customers,380932.03500000003
4265,14,7,677441.19,5,1,4,514,10,Potential Loyalist,1016161.7849999999
4266,20,10,292504.74,5,3,2,532,10,Potential Loyalist,438757.11
4267,12,10,998053.0,5,3,5,535,13,Loyal Customers,1497079.5
4268,19,12,226835.42,5,4,1,541,10,Potential Loyalist,340253.13
4269,397,7,393558.53,1,1,3,113,5,Lost,590337.795
4270,255,12,582465.61,1,4,4,144,9,Potential Loyalist,873698.415
4271,38,14,1332310.67,4,5,5,455,14,Champions,1998466.005
4272,250,5,141321.17,1,1,1,111,3,Lost,211981.755
4273,31,11,678414.1799999999,4,4,4,444,12,Loyal Customers,1017621.2699999999
4274,56,9,495588.31,3,2,3,323,8,Potential Loyalist,743382.465
4275,30,17,811514.24,4,5,5,455,14,Champions,1217271.3599999999
4276,204,13,419088.35,1,5,3,153,9,Potential Loyalist,628632.5249999999
4277,50,8,676052.96,4,2,4,424,10,Potential Loyalist,1014079.44
