warehouse_id,product_id,stock_quantity,reorder_level,safety_stock,last_restocked,name,category,price,cost_price,ABC_Class,is_overstock,stockout_risk,est_lost_revenue,dead_inventory
WH002,893,78,28,15,2026-06-02,Michelin Care Atque,Automotive,11967.08,6835.36,C,False,False,0.0,False
WH002,894,112,17,7,2026-06-29,Lakme Haircare Placeat,Beauty,3200.12,1952.49,C,True,False,0.0,True
WH002,896,133,15,16,2026-06-13,Tata Personal Care Occaecati,Grocery,803.7,602.18,C,True,False,0.0,True
WH002,897,14,28,8,2026-06-28,Classmate Notebooks Ipsa,Stationery,1070.35,704.41,C,False,False,0.0,False
WH002,898,246,32,11,2026-06-14,Prestige Furniture Deleniti,Home & Kitchen,44140.15,28631.05,A,True,False,0.0,False
WH002,899,18,22,11,2026-07-04,Prestige Decor Odit,Home & Kitchen,20084.32,12734.44,B,False,False,0.0,False
WH002,900,129,10,12,2026-06-11,Cosco Equipment Eveniet,Sports,19558.41,13711.29,B,True,False,0.0,False
WH002,901,237,22,13,2026-06-26,Faber-Castell Pens Dolorum,Stationery,1204.08,745.51,C,True,False,0.0,True
WH002,902,74,18,9,2026-07-03,Nivia Team Sports Quos,Sports,1546.26,886.73,C,True,False,0.0,True
WH002,903,80,12,13,2026-06-04,Penguin Fiction Magnam,Books,322.34,210.58,C,True,False,0.0,True
WH002,905,118,19,11,2026-07-10,Bosch Parts Consequatur,Automotive,7388.02,4781.87,C,True,False,0.0,True
WH002,906,60,33,14,2026-05-17,Cello Office Molestias,Stationery,1284.56,886.42,C,False,False,0.0,False
WH002,908,44,28,18,2026-06-23,Boat Laptops Earum,Electronics,45408.95,20100.27,A,False,False,0.0,False
WH002,909,553,33,14,2026-05-17,Cosco Outdoor Ratione,Sports,2277.2,1120.44,C,True,False,0.0,True
WH002,911,54,26,18,2026-06-02,Puma Kids Neque,Fashion,1978.27,1362.35,C,False,False,0.0,False
WH002,912,50,28,5,2026-06-16,Samsung Smartphones Ipsum,Electronics,46982.61,20535.84,C,False,False,0.0,False
WH002,913,74,38,5,2026-07-08,Parker Pens Rerum,Stationery,1260.64,684.66,C,False,False,0.0,False
WH002,916,289,22,6,2026-07-14,Penguin Academic Deserunt,Books,1416.54,817.77,C,True,False,0.0,True
WH002,919,66,27,11,2026-05-23,Funskool Action Figures Nesciunt,Toys,7210.28,5191.21,C,False,False,0.0,False
WH002,920,69,42,8,2026-05-21,Classmate Notebooks Molestiae,Stationery,658.92,429.0,C,False,False,0.0,False
WH002,922,28,44,5,2026-06-09,Patanjali Personal Care Excepturi,Grocery,625.32,413.21,C,False,False,0.0,False
WH002,925,155,46,19,2026-05-20,Apple Smartphones At,Electronics,25039.08,13646.71,A,True,False,0.0,False
WH002,927,35,41,14,2026-06-29,Lego Action Figures Quisquam,Toys,3901.34,2290.9,C,False,False,0.0,False
WH002,930,1,28,18,2026-05-19,ITC Beverages Voluptate,Grocery,885.9,565.92,C,False,True,0.0,False
WH002,931,36,30,11,2026-05-19,Mattel Plush Dolores,Toys,7256.39,3277.5,C,False,False,0.0,False
WH002,932,453,14,11,2026-06-22,Apple Smartphones Facere,Electronics,135984.39,65622.38,B,True,False,0.0,False
WH002,933,465,36,5,2026-06-17,Faber-Castell Pens Voluptatem,Stationery,866.26,566.47,C,True,False,0.0,True
WH002,934,6,28,13,2026-06-16,Cosco Team Sports Animi,Sports,6285.47,3284.34,C,False,True,0.0,False
WH002,935,30,32,8,2026-07-15,Samsung Laptops Nihil,Electronics,70291.42,34599.12,B,False,False,0.0,False
WH002,936,310,38,19,2026-05-21,Nike Accessories Numquam,Fashion,9901.95,4715.78,C,True,False,0.0,True
WH002,937,102,13,18,2026-06-23,Prestige Cookware Dolorum,Home & Kitchen,25810.67,10389.31,C,True,False,0.0,True
WH002,938,1,14,11,2026-06-10,Apple Laptops Molestias,Electronics,78661.8,51618.77,C,False,True,0.0,False
WH002,940,131,27,10,2026-06-19,Yonex Team Sports Distinctio,Sports,12446.92,5616.67,C,True,False,0.0,True
WH002,941,109,16,13,2026-05-30,Bajaj Bedding Esse,Home & Kitchen,28474.36,20931.23,A,True,False,0.0,False
WH002,942,68,39,15,2026-06-16,Faber-Castell Pens Iure,Stationery,394.34,242.87,C,False,False,0.0,False
WH002,943,62,27,13,2026-07-10,Cosco Outdoor Tenetur,Sports,6424.89,2617.44,C,False,False,0.0,False
WH002,944,37,47,6,2026-07-03,Lakme Fragrance Dicta,Beauty,847.07,550.16,C,False,False,0.0,False
WH002,945,96,41,18,2026-07-08,Faber-Castell Pens Saepe,Stationery,515.4,347.71,C,False,False,0.0,False
WH002,946,2,37,11,2026-07-03,Faber-Castell Art Supplies Fuga,Stationery,755.63,346.95,C,False,True,0.0,False
WH002,947,1118,46,11,2026-06-02,Boat Smartphones Libero,Electronics,91295.17,46887.93,A,True,False,0.0,False
WH002,948,221,42,12,2026-07-04,Prestige Bedding Neque,Home & Kitchen,25917.23,13842.57,C,True,False,0.0,True
WH002,949,45,16,5,2026-06-16,Loreal Fragrance Expedita,Beauty,3852.86,2298.48,C,False,False,0.0,False
WH002,950,0,30,19,2026-06-15,Parker Art Supplies Laudantium,Stationery,514.82,282.44,C,False,True,0.0,False
WH002,952,159,13,14,2026-06-29,Bombay Dyeing Bedding Optio,Home & Kitchen,42972.58,24226.35,B,True,False,0.0,False
WH002,953,56,26,14,2026-05-23,Sony Wearables Exercitationem,Electronics,42923.23,20398.85,C,False,False,0.0,False
WH002,957,198,25,12,2026-06-12,Penguin Non-Fiction Ipsa,Books,1053.49,599.86,C,True,False,0.0,True
WH002,958,27,21,6,2026-06-01,Nykaa Haircare Sit,Beauty,2920.35,1476.57,C,False,False,0.0,False
WH002,960,38,10,7,2026-06-08,Faber-Castell Art Supplies Dignissimos,Stationery,732.09,415.89,C,True,False,0.0,True
WH002,961,131,34,7,2026-05-25,Boat Smartphones Maxime,Electronics,3710.68,2130.12,C,True,False,0.0,True
WH002,962,43,47,13,2026-06-26,Yonex Fitness Recusandae,Sports,3271.96,1713.86,C,False,False,0.0,False
WH002,963,205,14,10,2026-05-20,Classmate Art Supplies Omnis,Stationery,1146.41,459.18,C,True,False,0.0,True
WH002,967,1,48,5,2026-06-28,Funskool Action Figures Quasi,Toys,6698.92,3819.28,C,False,True,0.0,False
WH002,968,47,47,16,2026-07-06,Cosco Equipment Delectus,Sports,13011.35,6701.39,C,False,False,0.0,False
WH002,969,52,14,15,2026-07-06,Bosch Accessories Voluptatum,Automotive,7206.44,4986.52,C,True,False,0.0,True
WH002,970,86,40,9,2026-07-02,Faber-Castell Notebooks Explicabo,Stationery,427.87,215.24,C,False,False,0.0,False
WH002,971,110,27,14,2026-06-16,Samsung Smartphones Non,Electronics,144848.13,105196.23,C,True,False,0.0,True
WH002,972,45,25,14,2026-06-13,Yonex Outdoor Repellat,Sports,517.96,287.34,C,False,False,0.0,False
WH002,973,446,26,11,2026-07-04,Rupa Academic Ducimus,Books,1870.35,1188.5,C,True,False,0.0,True
WH002,974,56,31,14,2026-05-28,Arihant Academic Suscipit,Books,498.63,213.84,C,False,False,0.0,False
WH002,975,144,24,5,2026-07-04,Bosch Accessories Nemo,Automotive,875.99,650.92,C,True,False,0.0,True
WH002,976,20,40,6,2026-07-02,Loreal Haircare Sint,Beauty,2082.35,1524.33,C,False,False,0.0,False
WH002,978,491,26,17,2026-06-12,Mamaearth Makeup Iure,Beauty,3998.85,2433.85,C,True,False,0.0,True
WH002,980,6,14,18,2026-07-05,Amul Staples Dolor,Grocery,485.43,262.56,C,False,True,0.0,False
WH002,981,52,18,12,2026-05-18,Patanjali Beverages Ipsa,Grocery,802.05,509.64,C,False,False,0.0,False
WH002,985,192,34,5,2026-06-15,Nykaa Makeup Sequi,Beauty,2929.09,1705.25,B,True,False,0.0,False
WH002,987,9,12,10,2026-05-31,Lego Board Games Illo,Toys,848.87,355.61,C,False,True,0.0,False
WH002,988,205,24,10,2026-06-06,Hamleys Action Figures Eveniet,Toys,881.77,625.95,C,True,False,0.0,True
WH002,990,132,37,14,2026-07-01,Puma Accessories Aspernatur,Fashion,2104.64,985.61,C,True,False,0.0,True
WH002,995,145,10,15,2026-07-07,Classmate Notebooks Fugit,Stationery,642.51,306.76,C,True,False,0.0,True
WH002,996,12,20,12,2026-06-14,Bajaj Decor Magnam,Home & Kitchen,43441.11,23241.88,B,False,True,0.0,False
WH002,997,58,11,16,2026-06-19,Oxford Fiction Sapiente,Books,137.87,58.67,C,True,False,0.0,True
WH002,1000,240,39,19,2026-07-12,Amul Staples Quibusdam,Grocery,124.26,69.43,C,True,False,0.0,True
WH003,1,88,39,11,2026-06-04,Zara Accessories Voluptatibus,Fashion,7183.29,4214.95,C,False,False,0.0,False
WH003,4,106,24,9,2026-06-17,Rupa Academic Voluptatem,Books,785.56,369.68,C,True,False,0.0,True
WH003,6,104,41,14,2026-05-21,Parker Office Nesciunt,Stationery,1480.97,979.08,C,False,False,0.0,False
WH003,7,155,26,9,2026-06-25,Cello Office Laboriosam,Stationery,953.96,384.07,C,True,False,0.0,True
WH003,9,33,17,19,2026-05-23,Mattel Board Games Libero,Toys,5254.93,2500.99,C,False,False,0.0,False
WH003,11,410,45,6,2026-06-07,Mamaearth Haircare Expedita,Beauty,4050.7,1847.15,C,True,False,0.0,True
WH003,12,106,29,6,2026-06-30,Tata Snacks Tempore,Grocery,545.61,400.34,C,True,False,0.0,True
WH003,14,94,29,18,2026-06-20,Boat Audio Atque,Electronics,32103.07,13376.7,C,True,False,0.0,True
WH003,15,27,20,17,2026-05-22,Cosco Team Sports Adipisci,Sports,6996.36,3188.05,C,False,False,0.0,False
WH003,16,11,27,11,2026-06-02,Samsung Audio Nisi,Electronics,75552.98,46920.47,A,False,True,0.0,False
WH003,17,436,49,19,2026-05-27,Cello Pens Repudiandae,Stationery,72.3,36.83,C,True,False,0.0,True
WH003,18,180,32,8,2026-07-02,ITC Snacks Aliquam,Grocery,86.66,47.48,C,True,False,0.0,True
WH003,19,478,11,17,2026-05-19,Rupa Academic Blanditiis,Books,156.64,104.45,C,True,False,0.0,True
WH003,20,57,10,10,2026-06-19,Rupa Non-Fiction Quam,Books,1843.4,1344.24,C,True,False,0.0,True
WH003,21,529,16,14,2026-06-10,Penguin Children Velit,Books,313.27,132.84,C,True,False,0.0,True
WH003,23,4,39,6,2026-07-04,Mattel Action Figures Consequuntur,Toys,7505.84,5119.02,C,False,True,0.0,False
WH003,26,446,42,17,2026-07-05,IKEA Decor Ullam,Home & Kitchen,4670.78,2827.55,C,True,False,0.0,True
WH003,27,21,38,7,2026-06-14,Oxford Fiction Alias,Books,1880.92,810.29,C,False,False,0.0,False
WH003,28,379,15,15,2026-06-18,ITC Snacks Facere,Grocery,882.19,600.51,C,True,False,0.0,True
WH003,29,288,42,10,2026-05-18,Decathlon Fitness Quas,Sports,868.45,477.98,C,True,False,0.0,True
WH003,31,66,19,10,2026-07-15,Cosco Fitness Quas,Sports,17158.39,11387.85,B,True,False,0.0,False
WH003,32,101,19,10,2026-06-26,Arihant Children Quod,Books,491.19,350.82,C,True,False,0.0,True
WH003,34,234,46,17,2026-06-13,Bajaj Decor Dolorum,Home & Kitchen,20154.32,12401.01,B,True,False,0.0,False
WH003,35,103,48,5,2026-06-07,Prestige Decor Aliquam,Home & Kitchen,6863.72,4277.11,C,False,False,0.0,False
WH003,36,165,40,16,2026-06-06,Bajaj Bedding Nesciunt,Home & Kitchen,9741.06,6051.56,C,True,False,0.0,True
WH003,37,25,23,19,2026-06-25,Bajaj Cookware Dolores,Home & Kitchen,8869.83,4358.75,B,False,False,0.0,False
WH003,38,26,42,9,2026-06-19,Fabindia Men Placeat,Fashion,2748.59,1877.24,C,False,False,0.0,False
WH003,39,178,36,7,2026-07-05,Classmate Art Supplies Libero,Stationery,692.53,486.47,C,True,False,0.0,True
WH003,40,2,10,16,2026-07-14,Penguin Academic Culpa,Books,866.25,458.59,C,False,True,0.0,False
WH003,41,83,26,7,2026-07-07,Penguin Fiction Voluptatum,Books,852.98,523.34,C,True,False,0.0,True
WH003,42,373,41,10,2026-05-22,Rupa Non-Fiction Aliquam,Books,1097.9,555.12,C,True,False,0.0,True
WH003,43,1,36,18,2026-06-07,Bosch Accessories Dolorem,Automotive,4179.78,2112.75,B,False,True,0.0,False
WH003,48,186,21,15,2026-05-20,Boat Wearables Illum,Electronics,40722.27,24332.14,B,True,False,0.0,False
WH003,49,22,35,15,2026-05-17,Amul Beverages Ullam,Grocery,952.52,517.39,C,False,False,0.0,False
WH003,51,55,35,5,2026-07-13,Sony Laptops Ab,Electronics,100117.13,46672.11,B,False,False,0.0,False
WH003,52,26,31,17,2026-06-05,Cosco Equipment Aperiam,Sports,10469.56,5392.88,C,False,False,0.0,False
WH003,54,52,16,14,2026-07-02,Prestige Furniture Eos,Home & Kitchen,26159.57,13971.12,B,True,False,0.0,False
WH003,57,179,12,5,2026-07-11,Mamaearth Makeup Tempore,Beauty,2837.03,1590.31,C,True,False,0.0,True
WH003,60,90,19,19,2026-06-25,Cello Pens Accusantium,Stationery,341.45,144.69,C,True,False,0.0,True
WH003,61,229,17,19,2026-06-14,Boat Laptops Quibusdam,Electronics,13193.95,8313.58,B,True,False,0.0,False
WH003,62,267,20,18,2026-06-27,Decathlon Fitness Fugit,Sports,7449.7,5331.98,C,True,False,0.0,True
WH003,63,158,45,8,2026-07-01,Cosco Team Sports Et,Sports,7812.42,3198.65,C,True,False,0.0,True
WH003,64,265,14,9,2026-06-09,Bosch Tools Recusandae,Automotive,4855.41,2700.02,B,True,False,0.0,False
WH003,65,132,45,9,2026-06-21,Yonex Fitness Accusantium,Sports,8300.61,4561.27,C,False,False,0.0,False
WH003,66,15,11,8,2026-07-09,Cello Notebooks Nihil,Stationery,1301.7,553.29,C,False,False,0.0,False
WH003,67,279,41,13,2026-06-25,Mamaearth Makeup Error,Beauty,3217.22,2301.36,C,True,False,0.0,True
WH003,68,154,49,6,2026-06-19,Penguin Fiction Fugit,Books,880.33,583.89,C,True,False,0.0,True
WH003,70,37,45,5,2026-06-28,Mattel Educational Perferendis,Toys,4086.93,2933.1,C,False,False,0.0,False
WH003,71,113,15,14,2026-06-29,Samsung Smartphones Dolorem,Electronics,31052.73,13163.72,B,True,False,0.0,False
WH003,72,67,44,15,2026-06-17,Cosco Equipment Assumenda,Sports,18465.31,11353.09,B,False,False,0.0,False
WH003,73,325,39,17,2026-06-17,ITC Beverages Fuga,Grocery,796.04,566.36,C,True,False,0.0,True
WH003,75,100,48,9,2026-06-21,3M Care Sapiente,Automotive,10172.44,6840.08,C,False,False,0.0,False
WH003,76,289,37,17,2026-06-30,Amul Snacks Molestias,Grocery,243.21,155.52,C,True,False,0.0,True
WH003,77,263,31,14,2026-06-26,Bombay Dyeing Bedding Molestias,Home & Kitchen,39176.36,27561.16,A,True,False,0.0,False
WH003,78,49,25,19,2026-06-20,Parker Office Aliquid,Stationery,1484.83,952.3,C,False,False,0.0,False
WH003,79,25,15,16,2026-06-06,Godrej Tools Vitae,Automotive,10030.92,5778.84,B,False,False,0.0,False
WH003,80,138,27,13,2026-06-13,Boat Audio Accusantium,Electronics,89911.89,55967.91,B,True,False,0.0,False
WH003,81,37,35,8,2026-05-25,Boat Laptops Fugit,Electronics,99016.1,46119.05,A,False,False,0.0,False
WH003,83,110,40,18,2026-06-26,Boat Smartphones Ut,Electronics,95910.56,38649.44,C,False,False,0.0,False
WH003,84,105,28,7,2026-05-20,Decathlon Outdoor Suscipit,Sports,10052.26,5608.55,C,True,False,0.0,True
WH003,85,220,19,19,2026-06-05,Tata Snacks Amet,Grocery,683.93,388.4,C,True,False,0.0,True
WH003,86,109,26,14,2026-07-13,Parker Pens Beatae,Stationery,145.51,93.03,C,True,False,0.0,True
WH003,87,16,21,14,2026-06-17,Zara Accessories Quis,Fashion,942.8,569.11,C,False,False,0.0,False
WH003,89,89,23,6,2026-06-03,Boat Laptops Suscipit,Electronics,140257.62,75942.67,B,True,False,0.0,False
WH003,91,109,41,14,2026-05-23,Rupa Children Eius,Books,579.66,315.3,C,False,False,0.0,False
WH003,92,141,34,8,2026-07-01,Penguin Academic Velit,Books,196.77,126.02,C,True,False,0.0,True
WH003,93,21,18,14,2026-06-22,IKEA Bedding Voluptatibus,Home & Kitchen,21508.36,13877.06,B,False,False,0.0,False
WH003,95,338,13,13,2026-06-26,Rupa Fiction Fugit,Books,1022.59,678.65,C,True,False,0.0,True
WH003,96,21,44,12,2026-06-17,Decathlon Equipment Ipsa,Sports,11399.48,6855.78,C,False,False,0.0,False
WH003,98,4,46,5,2026-06-30,Cello Art Supplies Beatae,Stationery,1020.0,423.7,C,False,True,0.0,False
WH003,99,13,31,9,2026-07-14,Loreal Fragrance Itaque,Beauty,4632.37,2220.06,C,False,False,0.0,False
WH003,101,28,30,19,2026-07-06,Parker Art Supplies Mollitia,Stationery,79.27,55.06,C,False,False,0.0,False
WH003,102,121,43,9,2026-05-20,Godrej Care Mollitia,Automotive,14078.55,7385.04,C,False,False,0.0,False
WH003,104,31,45,14,2026-06-19,Bosch Care Reiciendis,Automotive,11091.45,4809.5,B,False,False,0.0,False
WH003,110,2,19,9,2026-06-28,Bombay Dyeing Decor Laboriosam,Home & Kitchen,3198.43,1416.98,C,False,True,0.0,False
WH003,113,61,40,12,2026-06-27,Michelin Tools Fugit,Automotive,7499.23,4047.08,C,False,False,0.0,False
WH003,114,61,31,11,2026-06-06,Faber-Castell Art Supplies Modi,Stationery,982.82,697.53,C,False,False,0.0,False
WH003,116,86,23,5,2026-07-12,Loreal Skincare Expedita,Beauty,3869.17,2714.6,C,True,False,0.0,True
WH003,118,235,47,19,2026-07-06,Nike Women Fuga,Fashion,5673.85,2468.1,C,True,False,0.0,True
WH003,119,3,37,7,2026-07-14,Mamaearth Makeup Soluta,Beauty,4577.79,3075.17,C,False,True,0.0,False
WH003,120,17,34,17,2026-06-25,Lego Board Games Nesciunt,Toys,1212.68,743.36,C,False,True,0.0,False
WH003,122,37,14,17,2026-05-22,Yonex Outdoor Laborum,Sports,2652.23,1640.67,C,False,False,0.0,False
WH003,123,49,41,11,2026-05-19,Patanjali Personal Care Harum,Grocery,585.25,277.54,C,False,False,0.0,False
WH003,124,171,39,8,2026-05-23,Prestige Cookware Voluptatum,Home & Kitchen,9596.73,7011.7,C,True,False,0.0,True
WH003,125,311,47,5,2026-05-18,IKEA Furniture Voluptates,Home & Kitchen,31319.92,15750.51,B,True,False,0.0,False
WH003,126,41,20,7,2026-05-25,Fabindia Men Ad,Fashion,2251.11,1611.54,C,False,False,0.0,False
WH003,127,194,22,11,2026-06-16,Lego Action Figures Quae,Toys,921.13,455.99,C,True,False,0.0,True
WH003,128,260,47,13,2026-06-27,Amul Personal Care Similique,Grocery,710.09,296.9,C,True,False,0.0,True
WH003,129,243,23,7,2026-06-05,Boat Laptops Culpa,Electronics,6516.99,3026.21,C,True,False,0.0,True
WH003,131,348,24,12,2026-07-13,Godrej Tools Blanditiis,Automotive,8166.71,5692.13,C,True,False,0.0,True
WH003,132,654,16,18,2026-06-26,Godrej Accessories Blanditiis,Automotive,1808.57,1130.23,C,True,False,0.0,True
WH003,133,245,25,5,2026-05-30,Godrej Parts Iste,Automotive,3347.59,1677.7,C,True,False,0.0,True
WH003,134,4,47,18,2026-07-13,Boat Laptops Esse,Electronics,95132.93,43459.81,A,False,True,0.0,False
WH003,135,211,33,15,2026-07-06,Bosch Care Repellat,Automotive,6411.31,3650.23,A,True,False,0.0,False
WH003,136,49,22,14,2026-06-20,Lakme Fragrance Harum,Beauty,4355.06,2680.69,C,False,False,0.0,False
WH003,137,167,36,6,2026-06-08,Cosco Fitness Explicabo,Sports,15382.51,6391.13,B,True,False,0.0,False
WH003,138,155,22,5,2026-05-27,Cello Pens Doloribus,Stationery,747.74,389.98,C,True,False,0.0,True
WH003,139,99,35,6,2026-06-21,Parker Art Supplies Sunt,Stationery,589.33,440.12,C,False,False,0.0,False
WH003,140,21,17,19,2026-06-08,Parker Notebooks Est,Stationery,1374.85,867.26,C,False,False,0.0,False
WH003,141,3,16,14,2026-06-06,Bombay Dyeing Decor Minus,Home & Kitchen,30683.17,15079.8,C,False,True,0.0,False
WH003,142,55,44,18,2026-06-15,Funskool Action Figures Ratione,Toys,5301.46,2200.7,C,False,False,0.0,False
WH003,144,47,42,14,2026-06-01,Fabindia Men Dicta,Fashion,6082.67,4446.55,C,False,False,0.0,False
WH003,145,6,44,10,2026-06-03,Bosch Tools Enim,Automotive,7231.55,5263.66,B,False,True,0.0,False
WH003,146,534,36,10,2026-05-19,Lego Action Figures Tempore,Toys,3851.19,1672.4,B,True,False,0.0,False
WH003,147,166,11,12,2026-05-17,Faber-Castell Office Fugiat,Stationery,317.36,172.08,C,True,False,0.0,True
WH003,148,89,49,14,2026-06-17,Puma Accessories Quasi,Fashion,6877.04,3041.98,C,False,False,0.0,False
WH003,149,32,14,12,2026-06-29,Penguin Academic Autem,Books,1280.69,545.86,C,False,False,0.0,False
WH003,150,86,42,13,2026-06-15,ITC Personal Care Deserunt,Grocery,261.58,128.2,C,False,False,0.0,False
WH003,153,218,36,16,2026-06-28,Yonex Equipment Omnis,Sports,19748.01,7958.61,B,True,False,0.0,False
WH003,154,47,40,8,2026-07-15,Classmate Art Supplies Ipsa,Stationery,295.36,182.63,C,False,False,0.0,False
WH003,156,148,29,14,2026-07-02,Godrej Accessories Facere,Automotive,8113.95,4878.4,B,True,False,0.0,False
WH003,157,1,24,5,2026-05-17,Amul Snacks Similique,Grocery,748.84,520.73,C,False,True,0.0,False
WH003,158,157,22,18,2026-05-24,Boat Laptops Repellat,Electronics,43939.23,22469.09,C,True,False,0.0,True
WH003,159,58,11,15,2026-06-29,Funskool Educational Eligendi,Toys,624.49,390.28,C,True,False,0.0,True
WH003,160,8,38,17,2026-06-30,Zara Accessories Necessitatibus,Fashion,8275.5,3450.32,C,False,True,0.0,False
WH003,161,207,28,18,2026-05-31,Cosco Fitness Culpa,Sports,17145.86,12474.27,C,True,False,0.0,True
WH003,164,167,35,6,2026-05-28,IKEA Decor Dignissimos,Home & Kitchen,49094.45,25874.58,A,True,False,0.0,False
WH003,165,15,35,14,2026-06-10,Nike Kids Cum,Fashion,5258.16,2485.18,C,False,False,0.0,False
WH003,166,60,48,10,2026-05-25,Fabindia Men Voluptate,Fashion,2308.88,1635.12,C,False,False,0.0,False
WH003,167,129,34,8,2026-07-11,Bosch Accessories Esse,Automotive,9130.9,3812.43,B,True,False,0.0,False
WH003,168,10,19,7,2026-07-10,Lego Educational Quis,Toys,4804.67,2905.6,C,False,False,0.0,False
WH003,169,130,16,11,2026-07-09,Faber-Castell Pens Recusandae,Stationery,344.88,180.45,C,True,False,0.0,True
WH003,170,86,10,7,2026-06-07,Sony Smartphones Eveniet,Electronics,27054.54,13307.95,B,True,False,0.0,False
WH003,172,423,20,15,2026-05-19,Faber-Castell Art Supplies Facilis,Stationery,300.21,141.52,C,True,False,0.0,True
WH003,177,187,29,19,2026-06-22,Bosch Care Nam,Automotive,8905.71,5403.04,B,True,False,0.0,False
WH003,179,173,29,5,2026-07-08,Classmate Pens Adipisci,Stationery,286.57,143.11,C,True,False,0.0,True
WH003,182,204,10,11,2026-07-02,Godrej Parts Sapiente,Automotive,3737.23,2348.18,C,True,False,0.0,True
WH003,183,140,43,10,2026-06-17,3M Accessories Fugit,Automotive,6967.34,3124.29,C,True,False,0.0,True
WH003,184,73,30,11,2026-06-24,Apple Wearables Dolorem,Electronics,127685.79,86459.73,B,False,False,0.0,False
WH003,186,19,33,5,2026-06-08,Classmate Pens Nisi,Stationery,278.78,190.23,C,False,False,0.0,False
WH003,187,125,13,8,2026-06-29,Sony Audio Alias,Electronics,77333.94,44805.83,B,True,False,0.0,False
WH003,188,99,23,17,2026-06-15,Michelin Parts Eveniet,Automotive,10054.4,5980.27,B,True,False,0.0,False
WH003,190,224,46,13,2026-05-22,Mattel Plush Ad,Toys,3513.29,2317.37,C,True,False,0.0,True
WH003,191,77,22,17,2026-05-18,Faber-Castell Art Supplies Quo,Stationery,156.04,100.65,C,True,False,0.0,True
WH003,193,18,40,8,2026-06-05,Puma Accessories Sunt,Fashion,3475.13,2095.51,C,False,False,0.0,False
WH003,194,103,47,13,2026-05-30,Faber-Castell Notebooks Expedita,Stationery,1277.8,701.64,C,False,False,0.0,False
WH003,195,331,37,11,2026-07-01,Penguin Academic Aperiam,Books,1692.46,799.5,C,True,False,0.0,True
WH003,196,224,15,5,2026-07-13,Rupa Fiction Sequi,Books,390.19,224.87,C,True,False,0.0,True
WH003,197,197,43,9,2026-06-08,Sony Laptops Illo,Electronics,17668.19,9661.59,C,True,False,0.0,True
WH003,198,25,19,8,2026-05-20,Fabindia Accessories Alias,Fashion,2664.95,1310.37,C,False,False,0.0,False
WH003,200,61,37,5,2026-05-20,Puma Accessories Numquam,Fashion,1484.9,927.77,C,False,False,0.0,False
WH003,201,27,49,12,2026-07-09,Godrej Care Enim,Automotive,7408.11,3852.22,C,False,False,0.0,False
WH003,202,48,31,16,2026-06-18,Rupa Academic Eos,Books,1234.05,504.65,C,False,False,0.0,False
WH003,205,131,48,11,2026-07-11,Parker Art Supplies Corporis,Stationery,1149.4,711.32,C,False,False,0.0,False
WH003,206,79,28,8,2026-06-01,Nykaa Skincare Quod,Beauty,3463.75,2580.1,C,False,False,0.0,False
WH003,208,169,14,12,2026-07-05,Patanjali Snacks Quibusdam,Grocery,412.55,266.44,C,True,False,0.0,True
WH003,209,27,41,5,2026-06-21,Apple Laptops Perspiciatis,Electronics,6332.02,2837.42,C,False,False,0.0,False
WH003,211,127,28,6,2026-05-30,Apple Smartphones Amet,Electronics,141444.77,72788.26,A,True,False,0.0,False
WH003,213,8,37,14,2026-06-04,Fabindia Men Autem,Fashion,6891.29,3905.23,C,False,True,0.0,False
WH003,214,455,21,9,2026-07-06,Bombay Dyeing Cookware Doloremque,Home & Kitchen,5770.27,3278.33,C,True,False,0.0,True
WH003,215,690,17,15,2026-06-22,Lakme Makeup Iure,Beauty,3379.86,1494.98,C,True,False,0.0,True
WH003,216,12,26,13,2026-07-08,Cosco Outdoor Ab,Sports,14602.01,10405.58,A,False,True,0.0,False
WH003,217,257,47,12,2026-05-26,Decathlon Outdoor Rem,Sports,11459.98,7346.59,B,True,False,0.0,False
WH003,218,54,35,9,2026-06-19,Nykaa Haircare Assumenda,Beauty,4570.51,1916.65,C,False,False,0.0,False
WH003,219,145,32,19,2026-07-05,Bombay Dyeing Cookware Error,Home & Kitchen,41795.31,29858.3,B,True,False,0.0,False
WH003,220,80,17,5,2026-06-11,Cosco Fitness Perspiciatis,Sports,10929.02,5750.19,C,True,False,0.0,True
WH003,221,80,22,18,2026-05-31,Godrej Care Molestiae,Automotive,5414.71,2355.23,C,True,False,0.0,True
WH003,222,157,38,18,2026-07-06,3M Parts Ad,Automotive,4127.93,2143.72,C,True,False,0.0,True
WH003,223,73,48,17,2026-07-03,Apple Laptops Ea,Electronics,116732.39,75639.07,A,False,False,0.0,False
WH003,224,149,28,9,2026-06-28,Cosco Team Sports Aut,Sports,728.76,379.38,C,True,False,0.0,True
WH003,226,41,22,8,2026-06-07,Apple Audio Error,Electronics,109690.74,80627.71,A,False,False,0.0,False
WH003,227,125,12,11,2026-06-11,Mattel Board Games Cumque,Toys,6218.44,4218.04,C,True,False,0.0,True
WH003,228,36,27,11,2026-05-25,Patanjali Personal Care Facilis,Grocery,308.75,176.46,C,False,False,0.0,False
WH003,229,136,20,13,2026-05-28,Apple Smartphones Adipisci,Electronics,75531.85,39903.26,A,True,False,0.0,False
WH003,231,21,35,16,2026-06-20,Tata Personal Care Temporibus,Grocery,665.95,350.56,C,False,False,0.0,False
