return_id,order_id,reason
2438,195704,Arrived Late
2439,196951,Wrong Item
2440,79439,Size Issue
2441,123774,Changed Mind
2442,146971,Arrived Late
2443,161966,Size Issue
2444,31391,Arrived Late
2445,43480,Defective
2446,148993,Size Issue
2447,38723,Wrong Item
2448,81500,Arrived Late
2449,123541,Defective
2450,148773,Arrived Late
2451,84206,Changed Mind
2452,125585,Wrong Item
2453,53637,Size Issue
2454,49753,Wrong Item
2455,10094,Arrived Late
2456,138851,Wrong Item
2457,199522,Arrived Late
2458,21697,Wrong Item
2459,47061,Defective
2460,47295,Size Issue
2461,82151,Size Issue
2462,183385,Changed Mind
2463,199538,Arrived Late
2464,139975,Wrong Item
2465,186479,Wrong Item
2466,28991,Arrived Late
2467,175713,Arrived Late
2468,88467,Arrived Late
2469,42902,Wrong Item
2470,15227,Wrong Item
2471,148063,Defective
2472,36251,Defective
2473,184923,Size Issue
2474,39694,Wrong Item
2475,183867,Wrong Item
2476,168145,Arrived Late
2477,53046,Size Issue
2478,174382,Arrived Late
2479,29545,Wrong Item
2480,99552,Arrived Late
2481,145220,Arrived Late
2482,178134,Size Issue
2483,53404,Arrived Late
2484,112691,Defective
2485,123481,Defective
2486,134530,Wrong Item
2487,42118,Changed Mind
2488,85417,Wrong Item
2489,165596,Size Issue
2490,117903,Changed Mind
2491,103252,Size Issue
2492,62194,Arrived Late
2493,180019,Changed Mind
2494,127892,Defective
2495,153233,Wrong Item
2496,157798,Size Issue
2497,81516,Wrong Item
2498,70294,Wrong Item
2499,194854,Defective
2500,69611,Wrong Item
2501,103226,Arrived Late
2502,78726,Changed Mind
2503,136958,Defective
2504,102203,Defective
2505,121674,Wrong Item
2506,56987,Changed Mind
2507,95983,Defective
2508,125254,Arrived Late
2509,84300,Wrong Item
2510,155208,Changed Mind
2511,59027,Wrong Item
2512,186892,Arrived Late
2513,130753,Wrong Item
2514,114795,Size Issue
2515,150964,Size Issue
2516,152353,Changed Mind
2517,182575,Wrong Item
2518,146314,Defective
2519,5468,Defective
2520,166792,Wrong Item
2521,197240,Size Issue
2522,25817,Wrong Item
2523,74338,Wrong Item
2524,107278,Defective
2525,188551,Wrong Item
2526,178993,Arrived Late
2527,75273,Defective
2528,26412,Size Issue
2529,65804,Arrived Late
2530,93257,Arrived Late
2531,142471,Wrong Item
2532,124964,Size Issue
2533,136006,Changed Mind
2534,97006,Changed Mind
2535,193647,Arrived Late
2536,86505,Wrong Item
2537,40601,Defective
2538,184554,Wrong Item
2539,178073,Arrived Late
2540,182037,Defective
2541,81634,Defective
2542,70638,Wrong Item
2543,170393,Size Issue
2544,124178,Arrived Late
2545,168313,Changed Mind
2546,187631,Wrong Item
2547,138847,Arrived Late
2548,35741,Changed Mind
2549,27896,Wrong Item
2550,93478,Defective
2551,44426,Wrong Item
2552,89329,Wrong Item
2553,37016,Changed Mind
2554,199147,Wrong Item
2555,42335,Size Issue
2556,43577,Wrong Item
2557,110039,Arrived Late
2558,79786,Defective
2559,163909,Wrong Item
2560,127713,Defective
2561,17229,Wrong Item
2562,18663,Size Issue
2563,137707,Arrived Late
2564,17745,Size Issue
2565,107481,Size Issue
2566,12309,Size Issue
2567,62107,Wrong Item
2568,34725,Defective
2569,155765,Defective
2570,51916,Defective
2571,2631,Wrong Item
2572,103625,Arrived Late
2573,65712,Arrived Late
2574,91638,Size Issue
2575,148878,Changed Mind
2576,161554,Arrived Late
2577,136871,Changed Mind
2578,68978,Defective
2579,109064,Wrong Item
2580,198606,Arrived Late
2581,199254,Defective
2582,66668,Changed Mind
2583,10995,Defective
2584,138726,Defective
2585,77137,Changed Mind
2586,68743,Changed Mind
2587,155850,Changed Mind
2588,90520,Size Issue
2589,127174,Defective
2590,7912,Size Issue
2591,3591,Size Issue
2592,28856,Size Issue
2593,169269,Wrong Item
2594,23610,Defective
2595,72820,Arrived Late
2596,16046,Changed Mind
2597,118869,Defective
2598,166057,Size Issue
2599,45158,Changed Mind
2600,1557,Wrong Item
2601,166863,Defective
2602,59547,Size Issue
2603,22775,Changed Mind
2604,154899,Wrong Item
2605,18553,Arrived Late
2606,119428,Wrong Item
2607,109365,Wrong Item
2608,52618,Wrong Item
2609,148031,Changed Mind
2610,191901,Changed Mind
2611,2530,Size Issue
2612,65192,Defective
2613,97958,Arrived Late
2614,107318,Wrong Item
2615,118595,Wrong Item
2616,179902,Wrong Item
2617,6574,Changed Mind
2618,128979,Changed Mind
2619,69804,Defective
2620,114016,Arrived Late
2621,61994,Changed Mind
2622,124733,Arrived Late
2623,141983,Size Issue
2624,181467,Arrived Late
2625,189616,Wrong Item
2626,134993,Arrived Late
2627,65396,Arrived Late
2628,167269,Wrong Item
2629,186508,Changed Mind
2630,137358,Arrived Late
2631,24972,Wrong Item
2632,157509,Size Issue
2633,57406,Arrived Late
2634,89477,Changed Mind
2635,150167,Arrived Late
2636,114183,Size Issue
2637,90961,Size Issue
2638,185675,Changed Mind
2639,64479,Changed Mind
2640,159831,Arrived Late
2641,1844,Defective
2642,191961,Wrong Item
2643,38089,Defective
2644,114790,Arrived Late
2645,109512,Defective
2646,163441,Defective
2647,59501,Changed Mind
2648,64154,Size Issue
2649,191430,Size Issue
2650,11417,Arrived Late
2651,153656,Size Issue
2652,48505,Changed Mind
2653,186074,Wrong Item
2654,12781,Defective
2655,146246,Wrong Item
2656,51066,Wrong Item
2657,70732,Wrong Item
2658,60977,Arrived Late
2659,40299,Size Issue
2660,73858,Arrived Late
2661,36301,Changed Mind
2662,168328,Changed Mind
2663,77939,Changed Mind
2664,30232,Arrived Late
2665,153762,Arrived Late
2666,81298,Changed Mind
2667,36086,Size Issue
2668,34201,Arrived Late
2669,78125,Changed Mind
2670,177681,Defective
2671,133939,Changed Mind
2672,52079,Defective
2673,75163,Size Issue
2674,101209,Defective
2675,166025,Changed Mind
2676,42801,Changed Mind
2677,5023,Defective
2678,147542,Changed Mind
2679,136055,Defective
2680,180482,Wrong Item
2681,143146,Arrived Late
2682,59081,Changed Mind
2683,160286,Size Issue
2684,59261,Defective
2685,126894,Arrived Late
2686,173341,Changed Mind
2687,8275,Wrong Item
2688,152940,Size Issue
2689,178413,Defective
2690,42640,Size Issue
2691,190508,Wrong Item
2692,126398,Arrived Late
2693,22415,Changed Mind
2694,97182,Wrong Item
2695,183646,Defective
2696,82096,Size Issue
2697,158699,Arrived Late
2698,81949,Size Issue
2699,186943,Arrived Late
2700,16073,Arrived Late
2701,193258,Changed Mind
2702,118803,Size Issue
2703,94734,Changed Mind
2704,175541,Defective
2705,96342,Changed Mind
2706,89084,Defective
2707,796,Changed Mind
2708,38960,Arrived Late
2709,34922,Defective
2710,96321,Changed Mind
2711,30391,Changed Mind
2712,112114,Changed Mind
2713,123589,Arrived Late
2714,42799,Changed Mind
2715,109402,Arrived Late
2716,149276,Size Issue
2717,89826,Wrong Item
2718,141238,Size Issue
2719,124377,Defective
2720,135043,Defective
2721,25178,Defective
2722,128989,Wrong Item
2723,76965,Arrived Late
2724,186855,Defective
2725,138684,Defective
2726,7079,Wrong Item
2727,52044,Arrived Late
2728,18445,Defective
2729,79269,Changed Mind
2730,29475,Changed Mind
2731,117133,Defective
2732,109198,Defective
2733,95716,Changed Mind
2734,57148,Wrong Item
2735,3898,Size Issue
2736,66747,Defective
2737,29797,Defective
2738,81168,Arrived Late
2739,180179,Wrong Item
2740,56596,Arrived Late
2741,4005,Arrived Late
2742,165685,Arrived Late
2743,2319,Arrived Late
2744,97890,Wrong Item
2745,4373,Defective
2746,144958,Arrived Late
2747,99108,Size Issue
2748,18062,Defective
2749,134325,Wrong Item
2750,80748,Defective
2751,30494,Wrong Item
2752,79525,Changed Mind
2753,52164,Wrong Item
2754,142525,Wrong Item
2755,76193,Wrong Item
2756,63413,Changed Mind
2757,4384,Wrong Item
2758,153750,Changed Mind
2759,147109,Defective
2760,126306,Defective
2761,184703,Arrived Late
2762,11969,Size Issue
2763,170441,Size Issue
2764,124265,Defective
2765,17590,Changed Mind
2766,74252,Arrived Late
2767,88908,Defective
2768,179658,Changed Mind
2769,22090,Wrong Item
2770,119377,Size Issue
2771,199537,Changed Mind
2772,74417,Arrived Late
2773,80547,Changed Mind
2774,79110,Changed Mind
2775,40209,Defective
2776,196934,Changed Mind
2777,172849,Size Issue
2778,31444,Changed Mind
2779,36790,Defective
2780,58696,Arrived Late
2781,129003,Arrived Late
2782,177266,Wrong Item
2783,196783,Defective
2784,2162,Wrong Item
2785,192430,Arrived Late
2786,180927,Changed Mind
2787,191731,Arrived Late
2788,88437,Arrived Late
2789,7441,Defective
2790,75077,Wrong Item
2791,189413,Defective
2792,101275,Wrong Item
2793,129662,Changed Mind
2794,179218,Changed Mind
2795,142763,Defective
2796,152822,Defective
2797,176116,Wrong Item
2798,83099,Arrived Late
2799,192283,Wrong Item
2800,36658,Wrong Item
2801,140249,Changed Mind
2802,113303,Wrong Item
2803,181462,Wrong Item
2804,171619,Defective
2805,144889,Arrived Late
2806,77869,Defective
2807,89533,Arrived Late
2808,140498,Size Issue
2809,102297,Size Issue
2810,57593,Defective
2811,122693,Changed Mind
2812,11449,Defective
2813,184255,Arrived Late
2814,199938,Wrong Item
2815,68114,Wrong Item
2816,94166,Wrong Item
2817,129322,Wrong Item
2818,65894,Wrong Item
2819,136700,Arrived Late
2820,128505,Wrong Item
2821,81361,Wrong Item
2822,11752,Arrived Late
2823,184634,Defective
2824,123178,Wrong Item
2825,74932,Arrived Late
2826,194109,Arrived Late
2827,142405,Arrived Late
2828,18656,Defective
2829,106333,Changed Mind
2830,27095,Defective
2831,93365,Size Issue
2832,128369,Wrong Item
2833,131849,Arrived Late
2834,15391,Arrived Late
2835,12776,Defective
2836,141052,Defective
2837,172960,Arrived Late
2838,121717,Size Issue
2839,194755,Changed Mind
2840,124739,Arrived Late
2841,192892,Wrong Item
2842,96847,Defective
2843,89496,Size Issue
2844,181323,Defective
2845,155565,Arrived Late
2846,62418,Size Issue
2847,191706,Size Issue
2848,69568,Defective
2849,40107,Wrong Item
2850,30465,Arrived Late
2851,62669,Defective
2852,75379,Changed Mind
2853,6442,Wrong Item
2854,91418,Changed Mind
2855,190088,Defective
2856,107516,Arrived Late
2857,183274,Size Issue
2858,70719,Changed Mind
2859,50575,Defective
2860,143033,Defective
2861,110958,Changed Mind
2862,54830,Wrong Item
2863,22643,Arrived Late
2864,70034,Defective
2865,113224,Wrong Item
2866,130764,Changed Mind
2867,72383,Wrong Item
2868,43994,Defective
2869,13548,Changed Mind
2870,169825,Size Issue
2871,106264,Arrived Late
2872,6689,Changed Mind
2873,185212,Wrong Item
2874,196564,Changed Mind
2875,187415,Wrong Item
2876,196785,Arrived Late
2877,115481,Defective
2878,115666,Arrived Late
2879,108301,Size Issue
2880,56701,Size Issue
2881,102268,Changed Mind
2882,185771,Changed Mind
2883,11477,Defective
2884,170444,Size Issue
2885,149623,Wrong Item
2886,151239,Size Issue
2887,4990,Arrived Late
2888,93618,Wrong Item
2889,100469,Defective
2890,123242,Arrived Late
2891,91438,Defective
2892,165611,Wrong Item
2893,28835,Arrived Late
2894,44138,Defective
2895,35773,Size Issue
2896,82693,Changed Mind
2897,55001,Arrived Late
2898,105933,Changed Mind
2899,131547,Wrong Item
2900,8667,Size Issue
2901,28425,Defective
2902,7661,Arrived Late
2903,117504,Size Issue
2904,117718,Changed Mind
2905,158130,Defective
2906,199356,Wrong Item
2907,156160,Defective
2908,81515,Size Issue
2909,111513,Size Issue
2910,46610,Defective
2911,184128,Size Issue
2912,129842,Arrived Late
2913,13219,Arrived Late
2914,198609,Wrong Item
2915,194493,Arrived Late
2916,133706,Defective
2917,169614,Arrived Late
2918,100459,Wrong Item
2919,196462,Arrived Late
2920,183763,Size Issue
2921,185691,Defective
2922,12988,Defective
2923,193689,Wrong Item
2924,9736,Arrived Late
2925,5370,Wrong Item
2926,123296,Size Issue
2927,22280,Defective
2928,192927,Changed Mind
2929,176839,Changed Mind
2930,3820,Arrived Late
2931,46102,Changed Mind
2932,121,Defective
2933,36501,Arrived Late
2934,24307,Size Issue
2935,85478,Defective
2936,101907,Size Issue
2937,10984,Defective
2938,32888,Arrived Late
2939,65882,Defective
2940,170318,Wrong Item
2941,28300,Wrong Item
2942,67453,Wrong Item
2943,193881,Defective
2944,7547,Changed Mind
2945,39650,Wrong Item
2946,142066,Defective
2947,58273,Changed Mind
2948,88075,Arrived Late
2949,153821,Arrived Late
2950,83405,Changed Mind
2951,43945,Wrong Item
2952,64480,Arrived Late
2953,147761,Defective
2954,7367,Changed Mind
2955,19612,Defective
2956,157726,Arrived Late
2957,198590,Defective
2958,126467,Changed Mind
2959,60862,Arrived Late
2960,147960,Changed Mind
2961,11926,Arrived Late
2962,29921,Wrong Item
2963,88887,Arrived Late
2964,40182,Arrived Late
2965,15623,Defective
2966,636,Size Issue
2967,127965,Changed Mind
2968,54604,Size Issue
2969,126716,Defective
2970,32151,Wrong Item
2971,116584,Defective
2972,73026,Size Issue
2973,31584,Arrived Late
2974,28402,Changed Mind
2975,17131,Arrived Late
2976,88368,Defective
2977,145673,Changed Mind
2978,115257,Defective
2979,25799,Size Issue
2980,100884,Changed Mind
2981,4395,Arrived Late
2982,70283,Changed Mind
2983,144589,Wrong Item
2984,33314,Size Issue
2985,122358,Size Issue
2986,126759,Arrived Late
2987,165734,Changed Mind
2988,132413,Changed Mind
2989,126191,Wrong Item
2990,106134,Wrong Item
2991,33531,Defective
2992,11095,Arrived Late
2993,89495,Changed Mind
2994,118622,Changed Mind
2995,187242,Size Issue
2996,123024,Changed Mind
2997,125600,Defective
2998,65629,Arrived Late
2999,92999,Arrived Late
3000,149799,Defective
3001,170677,Wrong Item
3002,19653,Size Issue
3003,65440,Arrived Late
3004,171613,Changed Mind
3005,80640,Size Issue
3006,40397,Arrived Late
3007,85080,Size Issue
3008,91987,Arrived Late
3009,57340,Arrived Late
3010,44696,Arrived Late
3011,189492,Changed Mind
3012,35472,Defective
3013,32526,Defective
3014,100175,Arrived Late
3015,177598,Defective
3016,111844,Arrived Late
3017,6409,Arrived Late
3018,173874,Size Issue
3019,46808,Size Issue
3020,56086,Wrong Item
3021,45881,Size Issue
3022,70386,Defective
3023,125630,Arrived Late
3024,121449,Wrong Item
3025,118893,Wrong Item
3026,154108,Arrived Late
3027,165766,Defective
3028,73957,Size Issue
3029,36205,Defective
3030,123322,Changed Mind
3031,131779,Arrived Late
3032,189372,Changed Mind
3033,177769,Arrived Late
3034,48252,Defective
3035,46070,Wrong Item
3036,77791,Changed Mind
3037,45057,Defective
3038,4913,Wrong Item
3039,48992,Wrong Item
3040,130905,Changed Mind
3041,189277,Defective
3042,55820,Changed Mind
3043,142972,Changed Mind
3044,143829,Size Issue
3045,185127,Defective
3046,128415,Arrived Late
3047,45443,Changed Mind
3048,80666,Wrong Item
3049,40294,Size Issue
3050,41803,Size Issue
3051,119405,Arrived Late
3052,20638,Defective
3053,69583,Changed Mind
3054,181613,Arrived Late
3055,66359,Arrived Late
3056,144133,Size Issue
3057,77969,Arrived Late
3058,192087,Changed Mind
3059,11300,Defective
3060,85636,Arrived Late
3061,57934,Defective
3062,30,Changed Mind
3063,88610,Arrived Late
3064,29325,Wrong Item
3065,87035,Wrong Item
3066,61742,Wrong Item
3067,186963,Changed Mind
3068,196999,Arrived Late
3069,24161,Size Issue
3070,187020,Arrived Late
3071,130116,Changed Mind
3072,173445,Arrived Late
3073,4971,Changed Mind
3074,125201,Changed Mind
3075,59493,Size Issue
3076,93424,Arrived Late
3077,117353,Defective
3078,121640,Arrived Late
3079,191163,Defective
3080,197303,Wrong Item
3081,174715,Wrong Item
3082,140959,Defective
3083,81959,Changed Mind
3084,147873,Defective
3085,115514,Changed Mind
3086,44085,Defective
3087,136108,Changed Mind
3088,105524,Arrived Late
3089,56843,Size Issue
3090,171296,Wrong Item
3091,86125,Wrong Item
3092,189795,Changed Mind
3093,170055,Wrong Item
3094,89497,Changed Mind
3095,44861,Size Issue
3096,56633,Arrived Late
3097,70242,Size Issue
3098,110661,Arrived Late
3099,10664,Changed Mind
3100,132300,Changed Mind
3101,9141,Defective
3102,1341,Changed Mind
3103,82254,Defective
3104,159212,Arrived Late
3105,199786,Arrived Late
3106,183309,Defective
3107,183386,Wrong Item
3108,138354,Defective
3109,50515,Arrived Late
3110,189230,Size Issue
3111,179533,Changed Mind
3112,29406,Changed Mind
3113,82682,Wrong Item
3114,20533,Defective
3115,186465,Wrong Item
3116,198473,Size Issue
3117,157643,Arrived Late
3118,65812,Changed Mind
3119,30682,Arrived Late
3120,81099,Defective
3121,126600,Arrived Late
3122,147540,Arrived Late
3123,165858,Size Issue
3124,98955,Defective
3125,31744,Defective
3126,121486,Defective
3127,144317,Wrong Item
3128,162648,Size Issue
3129,67668,Arrived Late
3130,51433,Changed Mind
3131,175275,Arrived Late
3132,149441,Size Issue
3133,43822,Wrong Item
3134,89008,Changed Mind
3135,22638,Defective
3136,178432,Size Issue
3137,19972,Size Issue
3138,184865,Defective
3139,65175,Defective
3140,166168,Arrived Late
3141,110186,Defective
3142,144932,Arrived Late
3143,45185,Arrived Late
3144,59213,Wrong Item
3145,25805,Defective
3146,74564,Wrong Item
3147,12394,Defective
3148,83452,Defective
3149,25749,Size Issue
3150,156155,Arrived Late
3151,107332,Changed Mind
3152,26135,Size Issue
3153,57427,Wrong Item
3154,91569,Wrong Item
3155,106469,Changed Mind
3156,53527,Arrived Late
3157,53878,Changed Mind
3158,135549,Arrived Late
3159,4251,Wrong Item
3160,30515,Changed Mind
3161,84392,Arrived Late
3162,40748,Changed Mind
3163,30534,Defective
3164,139794,Size Issue
3165,23555,Arrived Late
3166,138568,Defective
3167,21488,Defective
3168,94935,Wrong Item
3169,15318,Changed Mind
3170,117865,Defective
3171,105340,Size Issue
3172,405,Defective
3173,140882,Defective
3174,15310,Arrived Late
3175,101882,Changed Mind
3176,168157,Arrived Late
3177,48138,Wrong Item
3178,64993,Arrived Late
3179,64352,Size Issue
3180,73507,Changed Mind
3181,77954,Arrived Late
3182,117641,Changed Mind
3183,132156,Defective
3184,115630,Changed Mind
3185,62656,Arrived Late
3186,117064,Changed Mind
3187,84856,Defective
3188,44647,Arrived Late
3189,154986,Changed Mind
3190,124070,Size Issue
3191,192659,Wrong Item
3192,165633,Arrived Late
3193,89606,Defective
3194,2077,Changed Mind
3195,21062,Defective
3196,151708,Arrived Late
3197,83569,Size Issue
3198,65494,Wrong Item
3199,10901,Arrived Late
3200,49492,Arrived Late
3201,10341,Wrong Item
3202,131474,Size Issue
3203,24017,Defective
3204,161876,Size Issue
3205,193360,Wrong Item
3206,4486,Arrived Late
3207,25932,Changed Mind
3208,190865,Size Issue
3209,140531,Arrived Late
3210,100504,Size Issue
3211,50823,Wrong Item
3212,26084,Size Issue
3213,65261,Changed Mind
3214,57286,Wrong Item
3215,24371,Changed Mind
3216,155431,Changed Mind
3217,27103,Defective
3218,128002,Size Issue
3219,136940,Changed Mind
3220,191292,Changed Mind
3221,107076,Wrong Item
3222,133435,Defective
3223,197608,Wrong Item
3224,70313,Wrong Item
3225,104632,Wrong Item
3226,165150,Arrived Late
3227,27571,Size Issue
3228,71091,Arrived Late
3229,14359,Size Issue
3230,59917,Size Issue
3231,5842,Defective
3232,18954,Wrong Item
3233,79997,Defective
3234,126557,Size Issue
3235,179116,Changed Mind
3236,47388,Size Issue
3237,145986,Defective
3238,62274,Arrived Late
3239,152542,Defective
3240,18271,Defective
3241,31183,Defective
3242,11312,Size Issue
3243,84793,Changed Mind
3244,123974,Arrived Late
3245,176288,Wrong Item
3246,142551,Arrived Late
3247,179165,Wrong Item
3248,124275,Defective
3249,101298,Arrived Late
3250,57889,Size Issue
3251,107595,Changed Mind
3252,122653,Defective
3253,187834,Arrived Late
3254,39713,Defective
3255,76186,Arrived Late
3256,167151,Wrong Item
3257,153711,Defective
3258,59442,Wrong Item
3259,64567,Size Issue
3260,186717,Size Issue
3261,163861,Changed Mind
3262,183497,Defective
3263,130607,Arrived Late
3264,3332,Arrived Late
3265,29883,Changed Mind
3266,189559,Wrong Item
3267,16451,Size Issue
3268,131149,Wrong Item
3269,48367,Arrived Late
3270,1646,Changed Mind
3271,131690,Wrong Item
3272,133543,Arrived Late
3273,4266,Size Issue
3274,148216,Wrong Item
3275,166497,Wrong Item
3276,23044,Arrived Late
3277,64497,Changed Mind
3278,43722,Changed Mind
3279,55065,Wrong Item
3280,18147,Defective
3281,75749,Defective
3282,95306,Changed Mind
3283,65698,Changed Mind
3284,78942,Changed Mind
3285,159407,Arrived Late
3286,151844,Wrong Item
3287,110125,Wrong Item
3288,160114,Wrong Item
3289,40218,Wrong Item
3290,131410,Defective
3291,55576,Arrived Late
3292,68156,Arrived Late
3293,90345,Wrong Item
3294,172126,Wrong Item
3295,35834,Size Issue
3296,25020,Changed Mind
3297,125212,Defective
3298,122844,Arrived Late
3299,150655,Size Issue
3300,54346,Arrived Late
3301,113973,Arrived Late
3302,124981,Wrong Item
3303,16925,Wrong Item
3304,58948,Size Issue
3305,35983,Defective
3306,1572,Wrong Item
3307,30994,Wrong Item
3308,181183,Changed Mind
3309,117300,Arrived Late
3310,137044,Wrong Item
3311,65450,Size Issue
3312,48604,Size Issue
3313,70028,Wrong Item
3314,111127,Size Issue
3315,88855,Changed Mind
3316,13463,Wrong Item
3317,79147,Wrong Item
3318,176630,Arrived Late
3319,48888,Size Issue
3320,122106,Wrong Item
3321,100108,Wrong Item
3322,14744,Arrived Late
3323,8142,Wrong Item
3324,133410,Changed Mind
3325,14560,Size Issue
3326,104464,Defective
3327,86132,Changed Mind
3328,161264,Defective
3329,152177,Changed Mind
3330,71202,Changed Mind
3331,198159,Changed Mind
3332,49607,Wrong Item
3333,34227,Changed Mind
3334,94287,Arrived Late
3335,196875,Size Issue
3336,95843,Changed Mind
3337,87380,Size Issue
3338,70957,Wrong Item
3339,17417,Size Issue
3340,138796,Wrong Item
3341,180719,Size Issue
3342,32782,Defective
3343,13080,Changed Mind
3344,41470,Size Issue
3345,34439,Wrong Item
3346,195163,Wrong Item
3347,79507,Size Issue
3348,65766,Wrong Item
3349,192445,Defective
3350,99388,Size Issue
3351,186480,Defective
3352,186221,Changed Mind
3353,89431,Arrived Late
3354,155562,Size Issue
3355,8077,Wrong Item
3356,192914,Size Issue
3357,9360,Wrong Item
3358,160459,Wrong Item
3359,66335,Arrived Late
3360,34714,Arrived Late
3361,28157,Wrong Item
3362,150196,Changed Mind
3363,34862,Arrived Late
3364,25255,Defective
3365,159931,Wrong Item
3366,149282,Wrong Item
3367,8222,Defective
3368,5808,Changed Mind
3369,146873,Wrong Item
3370,124501,Defective
3371,65467,Wrong Item
3372,88977,Wrong Item
3373,120034,Size Issue
3374,191504,Arrived Late
3375,94855,Arrived Late
3376,81883,Defective
3377,175158,Changed Mind
3378,72564,Changed Mind
3379,187930,Size Issue
3380,5199,Wrong Item
3381,71133,Wrong Item
3382,76845,Wrong Item
3383,116440,Size Issue
3384,80384,Changed Mind
3385,83401,Defective
3386,135230,Size Issue
3387,152096,Arrived Late
3388,156449,Changed Mind
3389,1305,Wrong Item
3390,170106,Changed Mind
3391,798,Size Issue
3392,136445,Changed Mind
3393,156887,Defective
3394,106747,Size Issue
3395,39282,Changed Mind
3396,190463,Arrived Late
3397,147967,Changed Mind
3398,174303,Size Issue
3399,26025,Arrived Late
3400,179637,Arrived Late
3401,93776,Defective
3402,141720,Changed Mind
3403,32457,Size Issue
3404,142772,Size Issue
3405,60343,Defective
3406,75652,Changed Mind
3407,11534,Changed Mind
3408,5805,Size Issue
3409,63204,Changed Mind
3410,117308,Size Issue
3411,133833,Changed Mind
3412,179134,Arrived Late
3413,162998,Defective
3414,182730,Size Issue
3415,101069,Defective
3416,10451,Wrong Item
3417,166072,Defective
3418,76278,Arrived Late
3419,50362,Arrived Late
3420,111251,Size Issue
3421,68910,Size Issue
3422,32030,Arrived Late
3423,175922,Size Issue
3424,75664,Size Issue
3425,8279,Wrong Item
3426,143429,Size Issue
3427,41804,Size Issue
3428,81428,Arrived Late
3429,32956,Wrong Item
3430,25022,Wrong Item
3431,118825,Arrived Late
3432,99749,Wrong Item
3433,63720,Changed Mind
3434,51537,Defective
3435,29796,Wrong Item
3436,97308,Arrived Late
3437,31379,Changed Mind
3438,135337,Arrived Late
3439,174363,Defective
3440,123682,Arrived Late
3441,22854,Wrong Item
3442,183469,Defective
3443,144656,Defective
3444,108326,Arrived Late
3445,66642,Wrong Item
3446,90458,Wrong Item
3447,38839,Wrong Item
3448,152832,Size Issue
3449,52609,Changed Mind
3450,136519,Wrong Item
3451,52812,Arrived Late
3452,135041,Size Issue
3453,2476,Changed Mind
3454,151594,Wrong Item
3455,184621,Size Issue
3456,33173,Wrong Item
3457,65262,Size Issue
3458,68807,Size Issue
3459,73064,Defective
3460,177922,Wrong Item
3461,6309,Changed Mind
3462,110685,Arrived Late
3463,180957,Size Issue
3464,94607,Size Issue
3465,199456,Changed Mind
3466,63911,Defective
3467,156283,Defective
3468,53704,Defective
3469,17285,Wrong Item
3470,115504,Wrong Item
3471,9482,Wrong Item
3472,50592,Defective
3473,184696,Wrong Item
3474,8010,Size Issue
3475,95468,Size Issue
3476,85210,Arrived Late
3477,79268,Wrong Item
3478,158133,Size Issue
3479,146119,Changed Mind
3480,32466,Arrived Late
3481,90204,Wrong Item
3482,91494,Wrong Item
3483,4781,Arrived Late
3484,124291,Arrived Late
3485,54618,Arrived Late
3486,90940,Changed Mind
3487,34788,Wrong Item
3488,82988,Changed Mind
3489,155854,Defective
3490,54256,Size Issue
3491,10343,Size Issue
3492,67603,Changed Mind
3493,125318,Size Issue
3494,78031,Changed Mind
3495,154643,Arrived Late
3496,44650,Size Issue
3497,107738,Defective
3498,61106,Defective
3499,175431,Arrived Late
3500,98512,Changed Mind
3501,140167,Changed Mind
3502,121481,Defective
3503,185292,Changed Mind
3504,86536,Arrived Late
3505,143229,Wrong Item
3506,128135,Wrong Item
3507,168362,Wrong Item
3508,58063,Defective
3509,162002,Wrong Item
3510,17434,Size Issue
3511,75368,Defective
3512,79253,Wrong Item
3513,168562,Wrong Item
3514,137660,Size Issue
3515,65084,Arrived Late
3516,46519,Size Issue
3517,182976,Changed Mind
3518,113236,Defective
3519,181585,Defective
3520,181874,Wrong Item
3521,23139,Changed Mind
3522,170944,Changed Mind
3523,139166,Size Issue
3524,133532,Wrong Item
3525,67432,Arrived Late
3526,6433,Changed Mind
3527,85303,Arrived Late
3528,17593,Wrong Item
3529,107259,Arrived Late
3530,123521,Size Issue
3531,112351,Size Issue
3532,23551,Wrong Item
3533,16722,Wrong Item
3534,21882,Changed Mind
3535,34580,Wrong Item
3536,57624,Defective
3537,115148,Size Issue
3538,87908,Arrived Late
3539,163702,Size Issue
3540,167327,Arrived Late
3541,70166,Defective
3542,120252,Arrived Late
3543,144903,Size Issue
3544,86621,Size Issue
3545,23313,Size Issue
3546,153639,Defective
3547,81176,Size Issue
3548,53433,Defective
3549,101875,Arrived Late
3550,121511,Changed Mind
3551,6129,Defective
3552,168152,Changed Mind
3553,43471,Arrived Late
3554,105865,Defective
3555,160655,Wrong Item
3556,131502,Changed Mind
3557,178183,Wrong Item
3558,83910,Arrived Late
3559,145448,Wrong Item
3560,182341,Arrived Late
3561,164813,Defective
3562,156443,Arrived Late
3563,110753,Defective
3564,117454,Defective
3565,60223,Arrived Late
3566,67495,Wrong Item
3567,49510,Size Issue
3568,19754,Wrong Item
3569,175686,Changed Mind
3570,150559,Changed Mind
3571,107195,Arrived Late
3572,36458,Wrong Item
3573,138797,Wrong Item
3574,121661,Changed Mind
3575,35479,Wrong Item
3576,12871,Arrived Late
3577,16754,Changed Mind
3578,129447,Arrived Late
3579,126031,Defective
3580,147002,Changed Mind
3581,13563,Wrong Item
