product_id,name,category,sub_category,price,brand
334,Walia Feature Phone Elite,Electronics,Mobiles,20691.28,"Walia, Dhar and Madan"
335,Issac Namkeen Max,Grocery,Snacks,874.98,"Issac, Kohli and Bhatia"
336,Sarraf Cookies Max,Grocery,Snacks,64.06,Sarraf Group
337,Din Air Fryer Pro,Home,Kitchen,13597.06,Din PLC
338,Raval Sweater X,Fashion,Men,4578.52,"Raval, Dugar and Thakkar"
339,Gulati Sneakers Premium,Fashion,Footwear,1107.65,"Gulati, Dar and Dave"
340,Kakar Hair Oil Classic,Beauty,Haircare,1073.01,Kakar LLC
341,Varughese Premium Sweater,Fashion,Men,2470.43,"Varughese, Bajwa and Randhawa"
342,Ben-Joshi Cologne X,Beauty,Fragrance,1822.84,Ben-Joshi
343,Raval Face Serum Classic,Beauty,Skincare,135.01,Raval Ltd
344,Som Hair Dryer Premium,Beauty,Haircare,1686.34,"Som, Hayre and Kari"
345,Deol Premium Vase,Home,Decor,7058.03,Deol Inc
346,Raman Kurti Lite,Fashion,Women,2173.66,"Raman, Gupta and Bumb"
347,Salvi Duvet Max,Home,Bedding,18742.85,"Salvi, Koshy and Balakrishnan"
348,Walia Premium Mouse,Electronics,Accessories,61354.55,Walia Ltd
349,Bora Cooking Oil Plus,Grocery,Staples,455.14,Bora Inc
350,Vohra-Varkey Smartphone Classic,Electronics,Mobiles,80325.06,Vohra-Varkey
351,Kala-Kapur Premium Cologne,Beauty,Fragrance,902.98,Kala-Kapur
352,Balay Bluetooth Speaker Lite,Electronics,Audio,43846.36,Balay Ltd
353,Barad Blanket X,Home,Bedding,19802.52,"Barad, Kumer and Kaul"
354,Kata Premium Bluetooth Speaker,Electronics,Audio,86340.5,Kata Inc
355,Desai Toner Essentials,Beauty,Skincare,2549.37,Desai LLC
356,Ramaswamy Ultrabook Premium,Electronics,Laptops,62389.64,"Ramaswamy, Mangat and Suresh"
357,Buch Premium Comforter,Home,Bedding,18635.34,"Buch, Sehgal and Walia"
358,Khanna Premium Coffee Table,Home,Furniture,10914.67,Khanna Inc
359,Verma Soap Premium,Grocery,Personal Care,189.57,"Verma, Ramanathan and Maharaj"
360,Apte Premium Cushion Cover,Home,Decor,9403.12,"Apte, Borde and Chadha"
361,Dara Premium Juice,Grocery,Beverages,754.59,Dara Inc
362,Manne Premium Body Wash,Grocery,Personal Care,388.28,"Manne, Sabharwal and Issac"
363,Dugar Cologne Lite,Beauty,Fragrance,1821.25,Dugar Inc
364,Dugal Premium Duvet,Home,Bedding,9734.74,Dugal Group
365,Vig Energy Drink Classic,Grocery,Beverages,927.03,Vig Ltd
366,Khalsa Premium Tissue Paper,Grocery,Household,628.59,Khalsa and Sons
367,Bath-Khurana Premium Mineral Water,Grocery,Beverages,167.46,Bath-Khurana
368,Dave Air Freshener X,Grocery,Household,870.34,"Dave, Basu and Dewan"
369,Tiwari-Gera Shampoo V2,Beauty,Haircare,544.38,Tiwari-Gera
370,Doctor-Gade Loafers Plus,Fashion,Footwear,1211.31,Doctor-Gade
371,Swaminathan Belt V2,Fashion,Accessories,1926.25,Swaminathan and Sons
372,Vasa Premium Foundation,Beauty,Makeup,262.04,Vasa and Sons
373,Gopal-Raj Mascara X,Beauty,Makeup,834.9,Gopal-Raj
374,Johal Loafers X,Fashion,Footwear,1540.36,Johal LLC
375,Rao Premium Ultrabook,Electronics,Laptops,97298.75,"Rao, Bassi and Ghosh"
376,Jha Premium Mineral Water,Grocery,Beverages,842.2,"Jha, Jain and Chatterjee"
377,Sant Chromebook Pro,Electronics,Laptops,8770.08,Sant and Sons
378,Chaudhry-Dada Premium Mouse,Fashion,Accessories,1897.25,Chaudhry-Dada
379,Jha Business Laptop Classic,Electronics,Laptops,8295.21,"Jha, Sehgal and Dube"
380,Iyengar Premium Ultrabook,Electronics,Laptops,3323.2,"Iyengar, Ganesan and Andra"
381,Kapoor Earphones Classic,Electronics,Audio,19612.01,Kapoor LLC
382,Chawla-Gaba Premium Sunscreen,Beauty,Skincare,2139.49,Chawla-Gaba
383,Yogi Sculpture Plus,Home,Decor,3885.56,Yogi LLC
384,Acharya Premium Cap,Electronics,Accessories,81566.75,"Acharya, Balay and Mander"
385,Jhaveri Detergent Ultra,Grocery,Household,767.13,Jhaveri LLC
386,Issac Foundation X,Beauty,Makeup,118.21,Issac LLC
387,Anne-Swamy Premium Jacket,Fashion,Kids,2698.35,Anne-Swamy
388,Sachdev-Kalla Premium Jacket,Fashion,Kids,3460.0,Sachdev-Kalla
389,Kala Premium Shampoo,Beauty,Haircare,2065.83,"Kala, Uppal and Swamy"
390,Sridhar Premium Rug,Home,Decor,14741.24,"Sridhar, Sane and Khatri"
391,Kulkarni-Rattan Premium Body Lotion,Beauty,Skincare,2954.79,Kulkarni-Rattan
392,Tara Premium Bluetooth Speaker,Electronics,Audio,43856.01,Tara and Sons
393,Bali-Dubey Convertible 2-in-1 Classic,Electronics,Laptops,76729.19,Bali-Dubey
394,Borde-Devan Premium Bluetooth Speaker,Electronics,Audio,84190.02,Borde-Devan
395,Mahal-Kalita Skirt Plus,Fashion,Women,1529.1,Mahal-Kalita
396,Solanki-Manne Premium Jeans,Fashion,Kids,1293.45,Solanki-Manne
397,Sani Chips Plus,Grocery,Snacks,286.09,Sani LLC
398,Ghose Premium Shampoo,Beauty,Haircare,1824.0,Ghose Inc
399,Anand Premium Earphones,Electronics,Audio,42659.43,"Anand, Sami and Deo"
400,Gill Phablet X,Electronics,Mobiles,64673.03,Gill Ltd
401,Thaman Premium Home Theater,Electronics,Audio,36493.39,Thaman PLC
402,Bahri-Wali Blender Essentials,Home,Kitchen,2785.18,Bahri-Wali
403,Chawla-Ram Premium Garbage Bags,Grocery,Household,710.44,Chawla-Ram
404,Rama Kurti Pro,Fashion,Women,2953.09,Rama Ltd
405,Ray-Setty Premium Coffee,Grocery,Beverages,528.45,Ray-Setty
406,Gopal-Bawa Premium Feature Phone,Electronics,Mobiles,34641.49,Gopal-Bawa
407,Bora Pillow Covers Elite,Home,Bedding,4159.13,Bora Group
408,Bakshi Premium Power Bank,Fashion,Accessories,1869.43,Bakshi Inc
409,Ranganathan-Sagar Mascara Lite,Beauty,Makeup,753.57,Ranganathan-Sagar
410,Ben Cold Drink Max,Grocery,Beverages,561.41,"Ben, Verma and Chadha"
411,Sinha-Zacharia Roasted Nuts X,Grocery,Snacks,711.26,Sinha-Zacharia
412,Shetty-Dalal Shirt Pro,Fashion,Men,4396.12,Shetty-Dalal
413,Deo Foundation Ultra,Beauty,Makeup,730.94,"Deo, Shukla and Keer"
414,Arya Belt Max,Fashion,Accessories,4182.97,"Arya, Sha and Ramaswamy"
415,Bawa Eyeshadow Palette Lite,Beauty,Makeup,608.19,"Bawa, Mani and Suresh"
416,Sabharwal Coffee Classic,Grocery,Beverages,425.46,Sabharwal Inc
417,Bajwa-Raman Sofa Plus,Home,Furniture,6060.6,Bajwa-Raman
418,Handa Coffee Ultra,Grocery,Beverages,816.03,Handa and Sons
419,Mander Office Chair Max,Home,Furniture,12835.77,Mander Ltd
420,Borra Premium Face Wash,Beauty,Skincare,1780.99,"Borra, Sahni and Dara"
421,Bhatt-Dutt Premium Bookshelf,Home,Furniture,19738.76,Bhatt-Dutt
422,Choudhary Premium Wheat Flour,Grocery,Staples,898.11,"Choudhary, Bhavsar and Viswanathan"
423,Kala Hair Gel Essentials,Beauty,Haircare,2471.99,"Kala, Gole and Konda"
424,Srivastava Premium Roasted Nuts,Grocery,Snacks,842.55,"Srivastava, Bhasin and Bhakta"
425,Venkataraman Deodorant Elite,Grocery,Personal Care,535.09,"Venkataraman, Ramanathan and Chad"
426,Din Premium Dress,Fashion,Kids,2841.92,"Din, Mangat and Sharaf"
427,Boase Smartwatch X,Electronics,Wearables,72361.36,Boase PLC
428,Som Air Fryer X,Home,Kitchen,3513.29,"Som, Cherian and Agarwal"
429,Kala Lipstick Premium,Beauty,Makeup,622.83,Kala and Sons
430,Sibal Premium Garbage Bags,Grocery,Household,115.16,Sibal PLC
431,Kunda Premium Cooking Oil,Grocery,Staples,447.05,Kunda and Sons
432,Rastogi Lipstick Classic,Beauty,Makeup,1593.73,"Rastogi, Chada and Desai"
433,Bhardwaj-Johal Premium Trousers,Fashion,Men,1864.26,Bhardwaj-Johal
434,Mangal-Basu Jacket Essentials,Fashion,Men,3324.7,Mangal-Basu
435,Kar-Iyengar Premium Microwave,Home,Kitchen,17253.41,Kar-Iyengar
436,Sanghvi Premium Deodorant Spray,Beauty,Fragrance,634.03,Sanghvi Ltd
437,Kamdar Body Lotion Max,Beauty,Skincare,2487.34,"Kamdar, Agrawal and Korpal"
438,Tailor Premium Blanket,Home,Bedding,11024.09,"Tailor, Basak and Batta"
439,Bobal-Ramesh Premium Toothpaste,Grocery,Personal Care,784.05,Bobal-Ramesh
440,Dani Premium Skirt,Fashion,Women,4940.92,Dani and Sons
441,Gade Premium Perfume,Beauty,Fragrance,1922.94,"Gade, Mandal and Bhat"
442,Setty Premium Hair Gel,Beauty,Haircare,2354.5,Setty and Sons
443,Chauhan-Barman Jeans X,Fashion,Men,3032.21,Chauhan-Barman
444,Dasgupta-Goda Wall Art Max,Home,Decor,14701.7,Dasgupta-Goda
445,Chacko-Sawhney Premium Bedsheet Set,Home,Bedding,11408.52,Chacko-Sawhney
446,Varughese Hair Gel Classic,Beauty,Haircare,369.51,"Varughese, Karpe and Sem"
447,Sekhon Phone Case Pro,Electronics,Accessories,50860.47,Sekhon LLC
448,Sarkar-Thakkar Premium Convertible 2-in-1,Electronics,Laptops,46252.39,Sarkar-Thakkar
449,Apte Premium Pan,Home,Kitchen,3615.13,"Apte, Solanki and Deshpande"
450,Saraf Razor Essentials,Grocery,Personal Care,627.74,"Saraf, Atwal and Mani"
451,Ben-Deol Blush Pro,Beauty,Makeup,2272.52,Ben-Deol
452,Salvi-Kothari Premium Rug,Home,Decor,1360.08,Salvi-Kothari
453,Shukla Premium Deodorant Spray,Beauty,Fragrance,792.4,Shukla Group
454,Butala Attar Lite,Beauty,Fragrance,2743.82,"Butala, Lata and Sama"
455,Luthra Premium Headphones,Electronics,Audio,64422.01,"Luthra, Chadha and Barad"
456,Sachdev Premium Coffee Table,Home,Furniture,8950.29,"Sachdev, Bhatt and Dhillon"
457,Hans-Mahal Gaming Phone Elite,Electronics,Mobiles,24139.36,Hans-Mahal
458,Talwar Energy Drink V2,Grocery,Beverages,331.47,Talwar Inc
459,Chatterjee-Guha Popcorn Pro,Grocery,Snacks,698.73,Chatterjee-Guha
460,Ram Premium MacBook,Electronics,Laptops,51917.03,Ram Group
461,Cherian Dal Plus,Grocery,Staples,635.27,Cherian PLC
462,Varkey-Rege Premium Pillow Covers,Home,Bedding,13238.47,Varkey-Rege
463,Rout-Verma Ultrabook V2,Electronics,Laptops,2788.57,Rout-Verma
464,Walla Sneakers Ultra,Fashion,Footwear,3647.79,"Walla, Sahni and Reddy"
465,Kanda Wireless Earbuds Max,Electronics,Audio,42286.24,"Kanda, Vyas and D’Alia"
466,Sehgal Premium Biscuits,Grocery,Snacks,227.36,Sehgal and Sons
467,Zachariah Premium Headphones,Electronics,Audio,23994.02,Zachariah and Sons
468,Date Mouse Classic,Fashion,Accessories,4249.43,Date and Sons
469,Chaudhry-Kara Premium Smartphone,Electronics,Mobiles,12935.35,Chaudhry-Kara
470,Seshadri Premium Shirt,Fashion,Men,550.83,"Seshadri, Chhabra and Hegde"
471,Shenoy Premium Cookies,Grocery,Snacks,118.09,"Shenoy, Baral and Buch"
472,Dass-Ben Premium Dress,Fashion,Kids,4268.38,Dass-Ben
473,Garg-Bir Premium Loafers,Fashion,Footwear,3113.23,Garg-Bir
474,Sood Premium Duvet,Home,Bedding,13987.29,"Sood, Kibe and Talwar"
475,Dey Air Fryer Elite,Home,Kitchen,2873.96,"Dey, Khare and Ghose"
476,Aggarwal Premium Sneakers,Fashion,Footwear,352.14,"Aggarwal, Dewan and Dayal"
477,Dhaliwal-Sarin Premium Charger,Electronics,Accessories,49296.07,Dhaliwal-Sarin
478,Kant Watch Lite,Fashion,Accessories,2429.61,Kant Group
479,Chhabra-Deshpande Premium Concealer,Beauty,Makeup,619.81,Chhabra-Deshpande
480,Barad-Agarwal Premium Dining Table,Home,Furniture,16442.83,Barad-Agarwal
481,Karnik-Raj Premium Scarf,Electronics,Accessories,7786.47,Karnik-Raj
482,Sama-Setty Mirror Elite,Home,Decor,7039.33,Sama-Setty
483,Hans Premium Lamp,Home,Decor,2504.34,Hans Ltd
484,Chand-Shroff Premium Knife Set,Home,Kitchen,15972.0,Chand-Shroff
485,Chopra-Chakrabarti Top Classic,Fashion,Women,3941.67,Chopra-Chakrabarti
486,Dasgupta Air Freshener Essentials,Grocery,Household,493.12,"Dasgupta, Raval and Bhatt"
487,Doctor-Tiwari Premium Smart Glasses,Electronics,Wearables,21233.6,Doctor-Tiwari
488,Saini-Luthra Premium Smartphone,Electronics,Mobiles,27907.41,Saini-Luthra
489,Dewan Premium TV Unit,Home,Furniture,2937.95,Dewan Ltd
490,Bhargava-Mani Premium Oats,Grocery,Staples,284.18,Bhargava-Mani
491,Gour Night Cream Essentials,Beauty,Skincare,880.89,"Gour, Dutta and Agate"
492,Sachdev Eyeliner Plus,Beauty,Makeup,1167.76,"Sachdev, Sarkar and Ramakrishnan"
493,Khurana-Dutt Dish Soap Classic,Grocery,Household,750.3,Khurana-Dutt
494,Koshy-Bir Pan Elite,Home,Kitchen,12432.99,Koshy-Bir
495,Magar Premium Eyeshadow Palette,Beauty,Makeup,1900.88,"Magar, Srinivasan and Bhasin"
496,Dyal Phablet Classic,Electronics,Mobiles,59351.66,"Dyal, Sami and Kar"
497,Kala Premium Body Mist,Beauty,Fragrance,685.5,Kala Group
498,Ghose Premium Sunscreen,Beauty,Skincare,2037.21,Ghose Ltd
499,Ben Premium Wallet,Electronics,Accessories,91877.43,Ben Ltd
500,Chadha-Chander Smart Glasses Premium,Electronics,Wearables,7992.94,Chadha-Chander
501,Doctor Premium Energy Bar,Grocery,Snacks,839.78,Doctor and Sons
502,Thaman Convertible 2-in-1 X,Electronics,Laptops,61446.46,"Thaman, Kapur and Kapadia"
503,Dayal Premium Toaster,Home,Kitchen,1485.99,Dayal PLC
504,Mahal-Khanna Premium Shorts,Fashion,Men,4171.47,Mahal-Khanna
505,Dhaliwal Phablet Plus,Electronics,Mobiles,49911.82,Dhaliwal PLC
506,Master-Bhattacharyya Premium Mascara,Beauty,Makeup,414.38,Master-Bhattacharyya
507,Bhardwaj-Ghosh Premium Air Fryer,Home,Kitchen,8980.76,Bhardwaj-Ghosh
508,Lad Premium Headphones,Electronics,Audio,65924.76,Lad Ltd
509,Dani Trousers V2,Fashion,Men,447.8,"Dani, Agate and Edwin"
510,Maharaj-Bhavsar Sugar Premium,Grocery,Staples,266.08,Maharaj-Bhavsar
511,Bal Premium Keyboard,Fashion,Accessories,4586.9,"Bal, Vasa and Mammen"
512,Kumar Premium Energy Drink,Grocery,Beverages,813.27,Kumar and Sons
513,Sengupta Premium TV Unit,Home,Furniture,6249.33,Sengupta Group
514,Krishnamurthy Premium Sneakers,Fashion,Footwear,542.34,"Krishnamurthy, Varma and Agate"
515,Krishna Energy Bar Classic,Grocery,Snacks,579.63,"Krishna, Kurian and Yadav"
516,Chada Face Wash Elite,Beauty,Skincare,2402.79,Chada Inc
517,Thaker Bedsheet Set Lite,Home,Bedding,17664.67,"Thaker, Bhattacharyya and Gokhale"
518,Rattan Hair Serum Elite,Beauty,Haircare,1062.33,Rattan Inc
519,Sabharwal Premium Ultrabook,Electronics,Laptops,65757.64,Sabharwal Ltd
520,Devan Premium Sunscreen,Beauty,Skincare,1844.85,"Devan, Sinha and Bora"
521,Ravi Juice X,Grocery,Beverages,906.87,Ravi LLC
522,Dayal Keyboard X,Fashion,Accessories,2682.84,"Dayal, Korpal and Mandal"
523,Cherian Premium Bedsheet Set,Home,Bedding,10601.73,Cherian Inc
524,Brar Premium Smart Glasses,Electronics,Wearables,9733.07,"Brar, Konda and Verma"
525,Bhattacharyya Premium Toy Robot,Fashion,Kids,4055.91,"Bhattacharyya, Raj and Vaidya"
526,Ahluwalia Hair Gel Ultra,Beauty,Haircare,1927.98,"Ahluwalia, Chacko and Dugar"
527,Apte Kurti X,Fashion,Women,1617.74,Apte Inc
528,Chacko Running Shoes Ultra,Fashion,Footwear,1119.32,"Chacko, Chad and Khatri"
529,Mand Perfume Plus,Beauty,Fragrance,1622.09,"Mand, Sur and Bir"
530,Toor-Kata Roasted Nuts Classic,Grocery,Snacks,328.12,Toor-Kata
531,Subramanian Body Lotion X,Beauty,Skincare,1645.3,"Subramanian, Mangal and Thakkar"
532,Yogi Soap X,Grocery,Personal Care,139.73,"Yogi, Lall and Dasgupta"
533,Subramaniam-Ramesh Premium Phone Case,Electronics,Accessories,25911.55,Subramaniam-Ramesh
534,Tailor Cologne Ultra,Beauty,Fragrance,1578.49,"Tailor, Shankar and Sama"
535,Cherian-Chad Premium VR Headset,Electronics,Wearables,98893.28,Cherian-Chad
536,Subramanian-Badal Premium Wallet,Fashion,Accessories,3566.15,Subramanian-Badal
537,Chakraborty Loafers Max,Fashion,Footwear,1721.31,Chakraborty and Sons
538,Bakshi-Majumdar Premium Vase,Home,Decor,4918.23,Bakshi-Majumdar
539,Varty Premium Blender,Home,Kitchen,5076.21,Varty Ltd
540,Khalsa-Rege Ultrabook Ultra,Electronics,Laptops,96896.41,Khalsa-Rege
541,Ahuja Keyboard V2,Electronics,Accessories,52116.32,Ahuja and Sons
542,Som-Loke Premium Wallet,Fashion,Accessories,4606.07,Som-Loke
543,Korpal Business Laptop X,Electronics,Laptops,50692.65,Korpal Inc
544,Bakshi-Wason Premium Running Shoes,Fashion,Footwear,4074.51,Bakshi-Wason
545,Madan-Gade Premium Tissue Paper,Grocery,Household,113.21,Madan-Gade
546,Din Building Blocks Plus,Fashion,Kids,3833.86,Din Group
547,Kulkarni Concealer Premium,Beauty,Makeup,596.36,Kulkarni PLC
548,Sunder Wheat Flour Classic,Grocery,Staples,952.11,"Sunder, Master and Goyal"
549,Buch Premium Salt,Grocery,Staples,226.19,"Buch, Sandal and Bakshi"
550,Gade Hair Oil Essentials,Beauty,Haircare,1730.44,"Gade, Bhardwaj and Gola"
551,Sridhar Sugar Ultra,Grocery,Staples,304.53,Sridhar and Sons
552,Roy Convertible 2-in-1 Ultra,Electronics,Laptops,56927.6,Roy PLC
553,Handa-Bajaj Premium Shampoo,Beauty,Haircare,1355.27,Handa-Bajaj
554,Mangat Namkeen Elite,Grocery,Snacks,134.84,Mangat PLC
555,Sekhon Premium Smartwatch,Electronics,Wearables,40108.54,"Sekhon, Kari and Sant"
556,Mani-Dey Premium Wallet,Electronics,Accessories,65404.22,Mani-Dey
557,Behl Microwave Ultra,Home,Kitchen,1751.61,Behl Group
558,Grover Detergent Lite,Grocery,Household,834.54,Grover PLC
559,Dalal Premium Dal,Grocery,Staples,295.15,Dalal Group
560,Thaman-Krishna Premium Curtains,Home,Decor,14445.21,Thaman-Krishna
561,Konda Premium Scarf,Electronics,Accessories,58212.72,"Konda, Dash and Keer"
562,Sarin Bedsheet Set Classic,Home,Bedding,4917.22,Sarin LLC
563,Samra Premium VR Headset,Electronics,Wearables,20886.69,"Samra, Suresh and Saini"
564,Shroff Hair Oil Premium,Beauty,Haircare,1757.43,Shroff Inc
565,Dugar Premium Fitness Band,Electronics,Wearables,11585.41,Dugar PLC
566,Kala Premium Backpack,Electronics,Accessories,88299.04,"Kala, Kulkarni and Dewan"
567,Sant Coffee Ultra,Grocery,Beverages,543.47,"Sant, Chaudry and Desai"
568,Sarkar Hair Gel V2,Beauty,Haircare,1073.12,Sarkar and Sons
569,Sani Premium Wireless Earbuds,Electronics,Audio,31228.61,"Sani, Sankaran and Kant"
570,Sahota Premium Bedsheet Set,Home,Bedding,6123.69,"Sahota, Kala and Ratti"
571,Barad-Ganesh Premium Shorts,Fashion,Men,2087.37,Barad-Ganesh
572,Saha-Vasa Smart Glasses V2,Electronics,Wearables,88516.12,Saha-Vasa
573,Tailor Premium Fitness Band,Electronics,Wearables,51629.97,Tailor Ltd
574,Sant Premium Gaming Laptop,Electronics,Laptops,99655.75,"Sant, Singh and Yadav"
575,Samra-Rao Premium Night Cream,Beauty,Skincare,2029.76,Samra-Rao
576,Sibal Smartphone Elite,Electronics,Mobiles,4729.22,"Sibal, Yadav and Edwin"
577,Baria-Subramaniam Pan Elite,Home,Kitchen,13375.98,Baria-Subramaniam
578,Dora Premium Microwave,Home,Kitchen,10903.5,"Dora, Kanda and Sampath"
579,Kothari TV Unit Pro,Home,Furniture,4892.35,"Kothari, Bal and Bains"
580,Basu-Rama Lamp Plus,Home,Decor,16296.63,Basu-Rama
581,Shanker Premium Sunscreen,Beauty,Skincare,2332.38,Shanker Ltd
582,Sharma Mouse X,Fashion,Accessories,2840.15,"Sharma, Bajwa and D’Alia"
583,Chandra-Choudhary Hair Dryer V2,Beauty,Haircare,369.91,Chandra-Choudhary
584,Tandon-Choudhury Premium Mascara,Beauty,Makeup,1509.6,Tandon-Choudhury
585,Ratta-Borde Eyeshadow Palette Classic,Beauty,Makeup,642.73,Ratta-Borde
586,Rattan Premium Office Chair,Home,Furniture,9308.78,Rattan Group
587,Chaudhuri Premium Skirt,Fashion,Women,3450.57,Chaudhuri LLC
588,Gara Formal Shoes Max,Fashion,Footwear,3705.62,Gara Ltd
589,Grewal Premium Eyeliner,Beauty,Makeup,2965.26,Grewal LLC
590,Sen Dress Lite,Fashion,Women,2739.2,"Sen, Magar and Roy"
591,Kade-Dasgupta Toaster Plus,Home,Kitchen,13002.86,Kade-Dasgupta
592,Sahni Premium Blanket,Home,Bedding,3121.43,Sahni Ltd
593,Sama-Choudhry Premium Building Blocks,Fashion,Kids,3594.16,Sama-Choudhry
594,Kaul Premium Wireless Earbuds,Electronics,Audio,61601.46,"Kaul, Bala and Guha"
595,Balay Premium Sunglasses,Electronics,Accessories,15484.06,Balay LLC
596,Bora-Varughese Cookies Premium,Grocery,Snacks,252.37,Bora-Varughese
597,Bhalla Scarf Classic,Electronics,Accessories,3666.82,Bhalla Ltd
598,Sidhu Premium Smart Glasses,Electronics,Wearables,82906.09,"Sidhu, Krishna and Rao"
599,Ramesh-Dave Premium Concealer,Beauty,Makeup,2794.03,Ramesh-Dave
600,Savant Premium Jeans,Fashion,Kids,2638.12,"Savant, Warrior and Bhandari"
601,Borah Blanket Ultra,Home,Bedding,11894.32,"Borah, Seshadri and Savant"
602,Gaba-Sampath Premium Sunscreen,Beauty,Skincare,2128.74,Gaba-Sampath
603,Ganesh Premium Slippers,Fashion,Footwear,2920.68,"Ganesh, Bhargava and Khanna"
604,Dada Heels Ultra,Fashion,Women,3024.82,Dada Group
605,Hayer Premium Jacket,Fashion,Men,3265.25,"Hayer, Kakar and Dua"
606,Bhasin Toner Classic,Beauty,Skincare,2944.38,"Bhasin, Dewan and Choudhury"
607,Chopra Chromebook Plus,Electronics,Laptops,20317.5,Chopra Group
608,Apte-Singhal Premium Toner,Beauty,Skincare,2487.53,Apte-Singhal
609,Acharya Heels Classic,Fashion,Women,1527.53,"Acharya, Sarma and Batra"
610,Mahajan Premium Razor,Grocery,Personal Care,949.35,"Mahajan, Balakrishnan and Walia"
611,Tella Smartphone Ultra,Electronics,Mobiles,28499.06,Tella Inc
612,Yadav Premium Slippers,Fashion,Footwear,4287.96,Yadav Group
613,Mall Tea Lite,Grocery,Beverages,460.67,Mall and Sons
614,Devan Premium Cap,Electronics,Accessories,28814.5,Devan LLC
615,Buch Premium Shirt,Fashion,Men,1920.87,Buch Group
616,Som-Deo Premium Running Shoes,Fashion,Footwear,4916.71,Som-Deo
617,Tata Premium Tea,Grocery,Beverages,87.77,"Tata, Sha and Dugar"
618,Sama Premium Dal,Grocery,Staples,449.37,Sama PLC
619,Rattan Namkeen Lite,Grocery,Snacks,777.77,"Rattan, Saha and Krishna"
620,Rege Premium Soap,Grocery,Personal Care,505.07,Rege PLC
621,Krishna-Sachdeva Premium Cold Drink,Grocery,Beverages,697.28,Krishna-Sachdeva
622,Gandhi Toner Plus,Beauty,Skincare,2202.27,"Gandhi, Varughese and Gaba"
623,Kar Premium Conditioner,Beauty,Haircare,691.8,Kar PLC
624,Ghose Premium Body Wash,Grocery,Personal Care,117.96,Ghose LLC
625,Iyer Premium Hair Dryer,Beauty,Haircare,2824.78,Iyer PLC
626,Zacharia Mouse Premium,Fashion,Accessories,3388.53,"Zacharia, Subramanian and Bahri"
627,Yadav Premium Cologne,Beauty,Fragrance,823.07,"Yadav, Chhabra and Deshmukh"
628,Ramachandran-Saxena Sunglasses Elite,Electronics,Accessories,28516.15,Ramachandran-Saxena
629,Loke-Rajan Phablet Ultra,Electronics,Mobiles,7059.69,Loke-Rajan
630,Atwal Premium Cooking Oil,Grocery,Staples,68.8,Atwal LLC
631,Deshpande Premium Floor Cleaner,Grocery,Household,108.0,"Deshpande, Bakshi and Lala"
632,Ramanathan Premium Saree,Fashion,Women,654.42,Ramanathan Inc
633,Agate Premium Dress,Fashion,Kids,4185.38,Agate Group
634,Gaba Premium Hair Mask,Beauty,Haircare,1656.65,"Gaba, Iyer and Ramesh"
635,Batra Popcorn Ultra,Grocery,Snacks,124.29,"Batra, Ramachandran and Loyal"
636,Chokshi Premium Smartphone,Electronics,Mobiles,77841.46,"Chokshi, Chandra and Wason"
637,Basak Cooking Oil Premium,Grocery,Staples,681.71,Basak Group
638,Raja-Sibal Premium Curtains,Home,Decor,3336.39,Raja-Sibal
639,Hayer Premium VR Headset,Electronics,Wearables,91310.76,Hayer Group
640,Anand-Singh Garbage Bags X,Grocery,Household,932.79,Anand-Singh
641,Dani Dish Soap Elite,Grocery,Household,956.01,"Dani, Sathe and Bajwa"
642,Ghose-Agarwal Premium Feature Phone,Electronics,Mobiles,6649.18,Ghose-Agarwal
643,Manda-Tank Shirt Max,Fashion,Men,780.64,Manda-Tank
644,Mander Premium Namkeen,Grocery,Snacks,732.87,"Mander, Arya and Sagar"
645,Dewan-Anne Premium Body Lotion,Beauty,Skincare,2453.1,Dewan-Anne
646,Bhardwaj Phone Case Plus,Fashion,Accessories,4902.19,"Bhardwaj, Balan and Guha"
647,Bhakta-Balakrishnan Coffee Table Lite,Home,Furniture,11132.75,Bhakta-Balakrishnan
648,Ben Premium Energy Drink,Grocery,Beverages,289.65,"Ben, Kant and Ratta"
649,Goyal-Bawa Watch V2,Electronics,Accessories,92828.5,Goyal-Bawa
650,Suri Office Chair V2,Home,Furniture,16999.21,Suri LLC
651,Bumb Moisturizer Ultra,Beauty,Skincare,2868.76,"Bumb, Thakkar and Tripathi"
652,Madan Premium Mouse,Fashion,Accessories,1103.62,Madan Group
653,Chokshi-Sengupta Earphones Pro,Electronics,Audio,8910.68,Chokshi-Sengupta
654,Dhillon-Mann Premium Chips,Grocery,Snacks,325.59,Dhillon-Mann
655,Goel-Sant Premium Coffee Table,Home,Furniture,1107.24,Goel-Sant
656,Sawhney-Lata Heels V2,Fashion,Women,3552.28,Sawhney-Lata
657,Rajan Shorts X,Fashion,Men,1082.47,Rajan and Sons
658,Lala Premium Phablet,Electronics,Mobiles,41496.98,Lala LLC
659,Kalla Premium Loafers,Fashion,Footwear,3703.97,"Kalla, Hans and Sha"
660,Ganesan Skirt Max,Fashion,Women,610.03,"Ganesan, Dave and Wagle"
661,Das Premium Jeans,Fashion,Men,4398.72,"Das, Datta and Kashyap"
662,Bera Premium Body Wash,Grocery,Personal Care,496.55,"Bera, Sundaram and Borah"
663,Kuruvilla-Mahal Wallet Classic,Electronics,Accessories,41256.49,Kuruvilla-Mahal
664,Setty Phablet Classic,Electronics,Mobiles,12302.19,"Setty, Bhatia and Aggarwal"
